pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
Rasmussen Reports,2011/09/28,2011/09/28,500,LV,45,46,,2012,virginia
Roanoke College,2011/09/06,2011/09/17,601,LV,42,39,,2012,virginia
Quinnipiac,2011/09/07,2011/09/12,1368,RV,45,44,,2012,virginia
PPP (D),2011/07/21,2011/07/24,500,RV,43,46,,2012,virginia
Quinnipiac,2011/06/21,2011/06/27,1434,RV,42,43,,2012,virginia
PPP (D),2011/05/05,2011/05/08,547,RV,44,46,,2012,virginia
Washington Post,2011/04/28,2011/05/04,1040,RV,46,46,,2012,virginia
Roanoke College,2011/03/17,2011/03/30,360,RV,45,32,,2012,virginia
PPP (D),2011/02/24,2011/02/27,524,RV,47,47,,2012,virginia
PPP (D),2010/11/10,2010/11/13,551,RV,44,50,,2012,virginia
PPP (D),2012/11/01,2012/11/02,1220,LV,43,52,,2012,connecticut
Rasmussen Reports,2012/10/28,2012/10/28,500,LV,45,51,,2012,connecticut
Quinnipiac,2012/10/19,2012/10/22,1412,LV,43,49,,2012,connecticut
SurveyUSA,2012/10/19,2012/10/21,575,LV,43,47,,2012,connecticut
Mason-Dixon,2012/10/15,2012/10/17,625,LV,44,44,,2012,connecticut
Rasmussen Reports,2012/10/21,2012/10/21,500,LV,47,48,,2012,connecticut
Hartford Courant/UConn,2012/10/11,2012/10/16,574,LV,38,44,,2012,connecticut
Siena,2012/10/04,2012/10/14,552,LV,44,46,,2012,connecticut
Rasmussen Reports,2012/10/07,2012/10/07,500,LV,46,51,,2012,connecticut
Quinnipiac,2012/09/28,2012/10/02,1696,LV,48,47,,2012,connecticut
PPP (D),2012/09/24,2012/09/26,801,LV,42,48,,2012,connecticut
Hartford Courant/UConn,2012/09/11,2012/09/16,517,LV,33,37,,2012,connecticut
Quinnipiac,2012/08/22,2012/08/26,1472,LV,49,46,,2012,connecticut
PPP (D),2012/08/22,2012/08/23,881,RV,44,48,,2012,connecticut
Rasmussen Reports,2012/08/21,2012/08/21,500,LV,49,46,,2012,connecticut
PPP (D),2012/07/26,2012/07/29,771,LV,42,50,,2012,connecticut
Quinnipiac,2012/05/29,2012/06/03,1408,RV,43,46,,2012,connecticut
Quinnipiac,2012/03/14,2012/03/19,1622,RV,37,52,,2012,connecticut
PPP (D),2011/09/22,2011/09/25,592,RV,43,50,,2012,connecticut
Quinnipiac,2011/09/08,2011/09/13,1230,RV,38,49,,2012,connecticut
Daily Kos/PPP (D),2011/03/17,2011/03/20,822,RV,38,54,,2012,connecticut
Morning Call,2012/11/01,2012/11/03,430,LV,42,48,,2012,pennsylvania
PPP (D),2012/11/02,2012/11/03,790,LV,44,52,,2012,pennsylvania
Tribune-Review/Susquehanna,2012/10/29,2012/10/31,800,LV,45,46,,2012,pennsylvania
Franklin \u0026amp; Marshall,2012/10/23,2012/10/28,547,LV,39,48,,2012,pennsylvania
Rasmussen Reports,2012/10/24,2012/10/24,500,LV,45,46,,2012,pennsylvania
Philadelphia Inquirer,2012/10/23,2012/10/25,600,LV,42,49,,2012,pennsylvania
Morning Call,2012/10/17,2012/10/21,444,LV,37,45,,2012,pennsylvania
Quinnipiac,2012/10/12,2012/10/14,1519,LV,45,48,,2012,pennsylvania
PPP (D),2012/10/12,2012/10/14,500,LV,39,50,,2012,pennsylvania
Morning Call,2012/10/10,2012/10/14,438,LV,39,41,,2012,pennsylvania
Rasmussen Reports,2012/10/09,2012/10/09,500,LV,45,49,,2012,pennsylvania
Philadelphia Inquirer,2012/10/04,2012/10/08,600,LV,38,48,,2012,pennsylvania
Susquehanna,2012/10/04,2012/10/06,725,LV,44,46,,2012,pennsylvania
Siena,2012/10/01,2012/10/05,545,LV,35,44,,2012,pennsylvania
Morning Call,2012/09/22,2012/09/26,427,LV,36,44,,2012,pennsylvania
CBS/NYT/Quinnipiac,2012/09/18,2012/09/24,1180,LV,43,49,,2012,pennsylvania
Franklin \u0026amp; Marshall,2012/09/18,2012/09/23,392,LV,38,48,,2012,pennsylvania
Rasmussen Reports,2012/09/19,2012/09/19,500,LV,42,49,,2012,pennsylvania
Tribune-Review/Susquehanna,2012/09/18,2012/09/20,800,LV,41,46,,2012,pennsylvania
Morning Call,2012/09/10,2012/09/16,640,LV,33,45,,2012,pennsylvania
Philadelphia Inquirer,2012/08/21,2012/08/23,601,LV,34,53,,2012,pennsylvania
Morning Call,2012/08/20,2012/08/22,422,LV,30,49,,2012,pennsylvania
Franklin \u0026amp; Marshall,2012/08/07,2012/08/12,681,RV,28,43,,2012,pennsylvania
CBS/NYT/Quinnipiac,2012/07/24,2012/07/30,1168,LV,37,55,,2012,pennsylvania
PPP (D),2012/07/21,2012/07/23,758,RV,36,46,,2012,pennsylvania
Rasmussen Reports,2012/07/18,2012/07/18,500,LV,38,49,,2012,pennsylvania
WeAskAmerica,2012/07/09,2012/07/10,1227,LV,39,53,,2012,pennsylvania
Quinnipiac,2012/06/19,2012/06/25,1252,RV,32,49,,2012,pennsylvania
Quinnipiac,2012/06/05,2012/06/10,997,RV,32,51,,2012,pennsylvania
Franklin \u0026amp; Marshall,2012/05/29,2012/06/04,412,RV,21,42,,2012,pennsylvania
Rasmussen Reports,2012/05/21,2012/05/21,500,LV,41,48,,2012,pennsylvania
PPP (D),2012/05/17,2012/05/20,671,RV,33,49,,2012,pennsylvania
PPP (D),2012/03/08,2012/03/11,689,RV,31,49,,2012,pennsylvania
PPP (D),2011/11/17,2011/11/20,500,RV,32,48,,2012,pennsylvania
Deseret News/KSL,2012/06/15,2012/06/21,1222,RV,63,29,,2012,utah
Field,2012/10/25,2012/10/30,751,LV,33,54,,2012,california
LA Times/USC,2012/10/15,2012/10/21,1440,LV,38,55,,2012,california
Reason-Rupe,2012/10/11,2012/10/15,508,LV,34,60,,2012,california
SurveyUSA,2012/10/07,2012/10/09,539,LV,35,54,,2012,california
Field,2012/10/17,2012/10/24,815,LV,32,56,,2012,california
Field,2012/09/06,2012/09/18,902,LV,31,57,,2012,california
SurveyUSA,2012/09/09,2012/09/11,524,LV,37,55,,2012,california
Field,2012/06/21,2012/07/02,848,LV,32,51,,2012,california
SurveyUSA,2012/05/27,2012/05/29,1575,RV,34,50,,2012,california
Rasmussen Reports,2012/11/04,2012/11/04,750,LV,48,50,,2012,ohio
Ohio Poll/Univ of Cin.,2012/10/31,2012/11/04,901,LV,47,51,,2012,ohio
PPP (D),2012/11/03,2012/11/04,1000,LV,44,54,,2012,ohio
SurveyUSA*,2012/11/01,2012/11/04,803,LV,41,44,,2012,ohio
Columbus Dispatch*,2012/10/24,2012/11/03,1501,LV,45,51,,2012,ohio
NBC/WSJ/Marist,2012/10/31,2012/11/01,971,LV,45,50,,2012,ohio
Rasmussen Reports,2012/11/01,2012/11/01,750,LV,48,48,,2012,ohio
Ohio Poll/Univ of Cin.,2012/10/25,2012/10/30,1182,LV,44,49,,2012,ohio
Rasmussen Reports,2012/10/28,2012/10/28,750,LV,48,50,,2012,ohio
SurveyUSA,2012/10/26,2012/10/29,603,LV,41,46,,2012,ohio
Gravis Marketing,2012/10/27,2012/10/27,730,LV,47,48,,2012,ohio
PPP (D),2012/10/26,2012/10/28,718,LV,42,53,,2012,ohio
CBS/NYT/Quinnipiac,2012/10/23,2012/10/28,1110,LV,42,51,,2012,ohio
Rasmussen Reports,2012/10/23,2012/10/23,750,LV,44,48,,2012,ohio
Cincinnati Enquirer/Ohio News,2012/10/18,2012/10/23,1015,LV,47,51,,2012,ohio
SurveyUSA,2012/10/20,2012/10/22,609,LV,42,43,,2012,ohio
Suffolk*,2012/10/18,2012/10/21,600,LV,39,46,,2012,ohio
PPP (D),2012/10/18,2012/10/20,532,LV,44,49,,2012,ohio
CBS News/Quinnipiac,2012/10/17,2012/10/20,1548,LV,42,51,,2012,ohio
Rasmussen Reports,2012/10/17,2012/10/17,750,LV,44,49,,2012,ohio
SurveyUSA*,2012/10/12,2012/10/15,613,LV,38,43,,2012,ohio
PPP (D),2012/10/12,2012/10/13,880,LV,42,49,,2012,ohio
Rasmussen Reports,2012/10/10,2012/10/10,750,LV,46,47,,2012,ohio
NBC/WSJ/Marist,2012/10/07,2012/10/09,994,LV,41,52,,2012,ohio
SurveyUSA*,2012/10/05,2012/10/08,808,LV,38,42,,2012,ohio
WeAskAmerica,2012/10/04,2012/10/04,1200,LV,44,46,,2012,ohio
Rasmussen Reports,2012/10/04,2012/10/04,500,LV,46,46,,2012,ohio
NBC/WSJ/Marist,2012/09/30,2012/10/01,931,LV,41,50,,2012,ohio
PPP (D),2012/09/27,2012/09/30,897,LV,41,49,,2012,ohio
Columbus Dispatch*,2012/09/19,2012/09/29,1662,LV,39,49,,2012,ohio
Gravis Marketing,2012/09/21,2012/09/22,594,LV,43,44,,2012,ohio
Washington Post,2012/09/19,2012/09/23,759,LV,41,53,,2012,ohio
CBS/NYT/Quinnipiac,2012/09/18,2012/09/24,1162,LV,40,50,,2012,ohio
FOX News,2012/09/16,2012/09/18,1009,LV,40,47,,2012,ohio
Ohio Newspapers/Univ of Cin.,2012/09/13,2012/09/18,861,LV,45,52,,2012,ohio
Rasmussen Reports,2012/09/12,2012/09/12,500,LV,41,49,,2012,ohio
NBC/WSJ/Marist,2012/09/09,2012/09/11,979,LV,42,49,,2012,ohio
PPP (D),2012/09/07,2012/09/09,1072,LV,40,48,,2012,ohio
Gravis Marketing,2012/09/07,2012/09/08,1548,LV,42,48,,2012,ohio
Gravis Marketing,2012/09/02,2012/09/02,1381,RV,44,44,,2012,ohio
Gravis Marketing,2012/08/27,2012/08/27,1397,RV,41,44,,2012,ohio
Columbus Dispatch*,2012/08/15,2012/08/25,1758,LV,44,44,,2012,ohio
Ohio Poll/Univ of Cin.,2012/08/16,2012/08/21,847,LV,47,48,,2012,ohio
CBS/NYT/Quinnipiac,2012/08/15,2012/08/21,1253,LV,41,48,,2012,ohio
Rasmussen Reports,2012/08/13,2012/08/13,500,LV,44,44,,2012,ohio
PPP (D),2012/08/09,2012/08/12,961,LV,37,47,,2012,ohio
CBS/NYT/Quinnipiac,2012/07/24,2012/07/30,1193,LV,39,51,,2012,ohio
Rasmussen Reports,2012/07/18,2012/07/18,500,LV,42,46,,2012,ohio
Quinnipiac,2012/06/19,2012/06/25,1237,RV,34,50,,2012,ohio
PPP (D),2012/06/21,2012/06/24,673,RV,39,46,,2012,ohio
Rasmussen Reports,2012/05/29,2012/05/29,500,LV,42,47,,2012,ohio
NBC News/Marist,2012/05/17,2012/05/20,1103,RV,37,51,,2012,ohio
Quinnipiac,2012/05/02,2012/05/07,1069,RV,40,46,,2012,ohio
PPP (D),2012/05/03,2012/05/06,875,RV,37,45,,2012,ohio
Rasmussen Reports,2012/04/18,2012/04/18,500,LV,41,44,,2012,ohio
Rasmussen Reports,2012/03/26,2012/03/26,500,LV,43,43,,2012,ohio
Quinnipiac,2012/03/20,2012/03/26,1246,RV,36,46,,2012,ohio
NBC News/Marist,2012/02/29,2012/03/02,3079,RV,37,47,,2012,ohio
Quinnipiac,2012/02/07,2012/02/12,1421,RV,35,48,,2012,ohio
Rasmussen Reports,2012/02/08,2012/02/08,500,LV,40,44,,2012,ohio
PPP (D),2012/01/28,2012/01/29,820,RV,36,47,,2012,ohio
Quinnipiac,2012/01/09,2012/01/16,1610,RV,32,47,,2012,ohio
PPP (D),2011/11/04,2011/11/06,1022,LV,34,49,,2012,ohio
Quinnipiac,2011/10/17,2011/10/23,1668,RV,34,49,,2012,ohio
PPP (D),2011/10/13,2011/10/16,581,RV,40,48,,2012,ohio
Quinnipiac,2011/09/20,2011/09/25,1301,RV,36,49,,2012,ohio
PPP (D),2011/08/11,2011/08/14,792,RV,33,48,,2012,ohio
Quinnipiac,2011/07/12,2011/07/18,1659,RV,34,49,,2012,ohio
PPP (D),2011/05/19,2011/05/22,565,RV,31,48,,2012,ohio
Quinnipiac,2011/05/10,2011/05/16,1379,RV,31,45,,2012,ohio
PPP (D),2011/03/10,2011/03/13,559,RV,32,48,,2012,ohio
PPP (D)*,2012/11/03,2012/11/04,750,LV,48,46,,2012,nevada
LVRJ/SurveyUSA*,2012/10/23,2012/10/29,1212,LV,46,40,,2012,nevada
NBC/WSJ/Marist,2012/10/23,2012/10/24,1042,LV,48,45,,2012,nevada
Rasmussen Reports,2012/10/23,2012/10/23,500,LV,50,45,,2012,nevada
PPP (D)*,2012/10/22,2012/10/24,636,LV,44,44,,2012,nevada
Rasmussen Reports,2012/10/15,2012/10/15,500,LV,50,43,,2012,nevada
LVRJ/SurveyUSA,2012/10/11,2012/10/15,806,LV,46,40,,2012,nevada
PPP (D)*,2012/10/08,2012/10/10,594,LV,47,44,,2012,nevada
Suffolk/KSNV*,2012/10/06,2012/10/09,500,LV,40,37,,2012,nevada
Rasmussen Reports,2012/10/08,2012/10/08,500,LV,48,45,,2012,nevada
LVRJ/SurveyUSA,2012/10/03,2012/10/08,1222,LV,47,39,,2012,nevada
Gravis Marketing,2012/10/03,2012/10/03,1006,LV,53,36,,2012,nevada
WeAskAmerica,2012/09/25,2012/09/27,1078,LV,45,45,,2012,nevada
NBC/WSJ/Marist,2012/09/23,2012/09/25,984,LV,49,43,,2012,nevada
Retail Assoc. of Nevada/POS (R),2012/09/19,2012/09/20,500,LV,44,39,,2012,nevada
PPP (D),2012/09/18,2012/09/20,501,LV,44,48,,2012,nevada
Rasmussen Reports,2012/09/18,2012/09/18,500,LV,42,41,,2012,nevada
PPP (D),2012/08/23,2012/08/26,831,LV,47,45,,2012,nevada
LVRJ/SurveyUSA,2012/08/16,2012/08/21,869,LV,44,39,,2012,nevada
Rasmussen Reports,2012/07/24,2012/07/24,500,LV,51,42,,2012,nevada
AFP/Magellan (R),2012/07/16,2012/07/17,665,LV,45,42,,2012,nevada
PPP (D),2012/06/07,2012/06/10,500,RV,44,43,,2012,nevada
NBC News/Marist,2012/05/22,2012/05/24,1040,RV,46,44,,2012,nevada
Rasmussen Reports,2012/04/30,2012/04/30,500,LV,51,40,,2012,nevada
PPP (D),2012/03/29,2012/04/01,553,RV,46,43,,2012,nevada
Rasmussen Reports,2012/03/19,2012/03/19,500,LV,47,40,,2012,nevada
Retail Assoc. of Nevada/POS (R),2012/02/21,2012/02/23,500,LV,47,44,,2012,nevada
Las Vegas Review-Journal,2011/12/12,2011/12/20,600,RV,43,44,,2012,nevada
PPP (D),2011/10/20,2011/10/23,500,RV,45,45,,2012,nevada
PPP (D),2011/07/28,2011/07/31,601,RV,46,43,,2012,nevada
Magellan Strategies (R),2011/06/21,2011/06/22,720,LV,44,46,,2012,nevada
PPP (D),2011/04/21,2011/04/24,491,RV,47,43,,2012,nevada
PPP (D),2011/01/03,2011/01/05,932,RV,51,38,,2012,nevada
Honolulu Civil Beat/MRG,2012/10/24,2012/10/26,1218,LV,40,55,,2012,hawaii
Honolulu Star-Advertiser,2012/10/15,2012/10/22,786,LV,35,57,,2012,hawaii
Honolulu Civil Beat/MRG,2012/09/26,2012/09/28,1684,LV,39,55,,2012,hawaii
Honolulu Star-Advertiser,2012/07/12,2012/07/21,756,LV,39,58,,2012,hawaii
Honolulu Civil Beat/MRG*,2012/06/05,2012/06/07,1105,LV,44,49,,2012,hawaii
Honolulu Star-Advertiser,2012/01/26,2012/02/05,771,RV,37,57,,2012,hawaii
Honolulu Civil Beat/MRG,2012/01/18,2012/01/19,1358,LV,39,46,,2012,hawaii
PPP (D),2011/10/13,2011/10/16,568,RV,42,48,,2012,hawaii
Honolulu Star-Advertiser,2011/05/04,2011/05/10,614,RV,35,57,,2012,hawaii
Daily Kos/PPP (D),2011/03/24,2011/03/27,898,RV,40,52,,2012,hawaii
Mason-Dixon,2012/10/26,2012/10/28,625,LV,47,45,,2012,north-dakota
Rasmussen Reports,2012/10/17,2012/10/18,600,LV,50,45,,2012,north-dakota
Forum/Essman,2012/10/12,2012/10/15,500,LV,50,40,,2012,north-dakota
Mason-Dixon,2012/10/03,2012/10/05,625,LV,47,47,,2012,north-dakota
Rasmussen Reports,2012/07/10,2012/07/11,400,LV,49,40,,2012,north-dakota
Mason-Dixon,2012/06/04,2012/06/06,625,LV,46,47,,2012,north-dakota
Forum/Essman*,2012/05/03,2012/05/08,500,LV,51,44,,2012,north-dakota
Albuquerque Journal,2012/10/23,2012/10/25,662,LV,42,50,,2012,new-mexico
Rasmussen Reports,2012/10/08,2012/10/08,500,LV,39,52,,2012,new-mexico
WeAskAmerica,2012/09/25,2012/09/27,1258,LV,41,52,,2012,new-mexico
Albuquerque Journal*,2012/10/09,2012/10/11,658,LV,39,48,,2012,new-mexico
Rasmussen Reports,2012/09/27,2012/09/27,500,LV,39,52,,2012,new-mexico
PPP (D),2012/09/07,2012/09/09,1122,LV,41,50,,2012,new-mexico
Albuquerque Journal,2012/09/03,2012/09/06,667,LV,42,49,,2012,new-mexico
Rasmussen Reports,2012/08/21,2012/08/21,500,LV,41,48,,2012,new-mexico
FM3 Research (D),2012/08/05,2012/08/07,502,LV,41,50,,2012,new-mexico
PPP (D),2012/07/13,2012/07/16,724,RV,43,48,,2012,new-mexico
WeAskAmerica,2012/07/09,2012/07/10,1295,LV,42,51,,2012,new-mexico
FM3 Research (D),2012/06/28,2012/07/01,503,LV,45,49,,2012,new-mexico
PPP (D),2012/04/19,2012/04/22,526,RV,43,48,,2012,new-mexico
Rasmussen Reports,2012/04/03,2012/04/03,500,LV,42,46,,2012,new-mexico
Rasmussen Reports,2012/02/14,2012/02/14,500,LV,43,45,,2012,new-mexico
POS/FM3,2012/01/02,2012/01/07,400,RV,44,45,,2012,new-mexico
PPP (D),2011/12/10,2011/12/12,500,RV,40,47,,2012,new-mexico
PPP (D),2011/06/23,2011/06/26,732,RV,42,47,,2012,new-mexico
PPP (D),2011/02/04,2011/02/06,545,RV,39,50,,2012,new-mexico
WPRI/Fleming,2012/10/24,2012/10/27,601,LV,33,55,,2012,rhode-island
Brown University,2012/09/26,2012/10/05,471,LV,30,59,,2012,rhode-island
WPRI/Fleming,2012/09/26,2012/09/29,501,LV,30,56,,2012,rhode-island
WPRI/Fleming,2012/02/20,2012/02/23,511,RV,28,50,,2012,rhode-island
SurveyUSA,2012/10/23,2012/10/25,554,LV,22,64,,2012,new-york
Siena,2012/10/22,2012/10/24,750,LV,24,67,,2012,new-york
Marist,2012/10/18,2012/10/21,565,LV,24,68,,2012,new-york
Quinnipiac,2012/09/04,2012/09/09,1486,LV,27,64,,2012,new-york
Siena,2012/08/14,2012/08/19,671,LV,22,65,,2012,new-york
Quinnipiac,2012/07/17,2012/07/23,1779,RV,24,57,,2012,new-york
Siena,2012/07/10,2012/07/15,758,RV,25,62,,2012,new-york
Siena,2012/06/03,2012/06/06,807,RV,22,65,,2012,new-york
Quinnipiac,2012/05/22,2012/05/28,1504,RV,24,58,,2012,new-york
Siena,2012/05/06,2012/05/10,766,RV,26,60,,2012,new-york
Siena,2012/04/01,2012/04/04,808,RV,23,63,,2012,new-york
Quinnipiac,2012/03/28,2012/04/02,1597,RV,25,58,,2012,new-york
PPP (D),2011/09/01,2011/09/04,708,LV,23,62,,2012,west-virginia
PPP (D),2011/04/21,2011/04/24,850,RV,29,61,,2012,west-virginia
PPP (D),2011/01/20,2011/01/23,1105,RV,31,60,,2012,west-virginia
Philadelphia Inquirer,2012/10/23,2012/10/25,601,LV,32,50,,2012,new-jersey
SurveyUSA,2012/10/17,2012/10/18,577,LV,33,53,,2012,new-jersey
Richard Stockton College,2012/10/12,2012/10/18,811,LV,30,52,,2012,new-jersey
Quinnipiac,2012/10/10,2012/10/14,1319,LV,37,55,,2012,new-jersey
Philadelphia Inquirer,2012/10/04,2012/10/08,604,LV,35,49,,2012,new-jersey
Monmouth University,2012/09/19,2012/09/23,613,LV,34,49,,2012,new-jersey
Philadelphia Inquirer,2012/09/09,2012/09/12,600,LV,32,43,,2012,new-jersey
Fairleigh Dickinson,2012/09/06,2012/09/12,706,LV,36,50,,2012,new-jersey
Quinnipiac,2012/08/27,2012/09/02,1471,LV,40,50,,2012,new-jersey
Rutgers-Eagleton,2012/08/23,2012/08/25,688,LV,35,47,,2012,new-jersey
Fairleigh Dickinson,2012/07/23,2012/07/29,849,RV,33,45,,2012,new-jersey
Monmouth University,2012/07/18,2012/07/22,535,LV,35,44,,2012,new-jersey
Quinnipiac,2012/07/09,2012/07/15,1623,RV,34,47,,2012,new-jersey
Quinnipiac,2012/05/09,2012/05/14,1582,RV,35,45,,2012,new-jersey
Fairleigh Dickinson,2012/04/30,2012/05/06,397,RV,33,42,,2012,new-jersey
Quinnipiac,2012/04/03,2012/04/09,1607,RV,35,44,,2012,new-jersey
Fairleigh Dickinson,2012/03/05,2012/03/11,396,RV,33,43,,2012,new-jersey
SurveyUSA,2012/02/24,2012/02/26,533,RV,31,46,,2012,new-jersey
Quinnipiac,2012/02/21,2012/02/27,1396,RV,34,49,,2012,new-jersey
Fairleigh Dickinson,2012/01/02,2012/01/08,800,RV,31,43,,2012,new-jersey
Fairleigh Dickinson,2011/09/19,2011/09/25,800,RV,28,49,,2012,new-jersey
PPP (D),2011/07/15,2011/07/18,480,RV,29,48,,2012,new-jersey
Fairleigh Dickinson,2011/01/03,2011/01/09,395,RV,29,41,,2012,new-jersey
MPRC (D),2012/11/01,2012/11/03,905,LV,34,11,48,2012,maine
PPP (D),2012/11/01,2012/11/02,1633,LV,36,12,50,2012,maine
Critical Insights,2012/10/30,2012/10/31,613,LV,33,11,49,2012,maine
Pan Atlantic SMS,2012/09/24,2012/09/28,400,LV,24,12,50,2012,maine
Rasmussen Reports,2012/09/25,2012/09/25,500,LV,33,14,45,2012,maine
PPP (D),2012/09/17,2012/09/18,804,LV,35,14,43,2012,maine
MPRC (D),2012/09/15,2012/09/17,856,LV,28,15,44,2012,maine
Critical Insights,2012/09/12,2012/09/16,618,LV,28,12,50,2012,maine
Critical Insights,2012/06/20,2012/06/25,615,RV,27,7,55,2012,maine
WBUR/MassINC,2012/06/13,2012/06/14,506,LV,23,9,50,2012,maine
Baltimore Sun,2012/10/20,2012/10/23,801,LV,24,50,14,2012,maryland
Washington Post,2012/10/11,2012/10/15,843,LV,22,53,14,2012,maryland
Gonzales Research,2012/09/17,2012/09/23,813,LV,22,50,21,2012,maryland
