pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
SurveyUSA,2008/10/11,2008/10/12,584,LV,41,46,,2008,oregon
Research 2000,2008/09/22,2008/09/24,600,LV,40,45,,2008,oregon
SurveyUSA,2008/09/22,2008/09/23,708,LV,42,44,,2008,oregon
Rasmussen,2008/09/15,2008/09/15,700,LV,46,45,,2008,oregon
Portland Tribune,2008/09/11,2008/09/14,500,RV,42,39,,2008,oregon
Rasmussen,2008/08/07,2008/08/07,500,LV,50,44,,2008,oregon
SurveyUSA,2008/08/02,2008/08/04,629,LV,49,37,,2008,oregon
Rasmussen,2008/07/15,2008/07/15,500,LV,46,46,,2008,oregon
Rasmussen,2008/06/11,2008/06/11,500,LV,47,38,,2008,oregon
Rasmussen,2008/05/07,2008/05/07,500,LV,45,42,,2008,oregon
Rasmussen,2008/03/25,2008/03/25,500,LV,47,34,,2008,oregon
Rasmussen,2008/02/13,2008/02/13,500,LV,48,30,,2008,oregon
SurveyUSA,2007/10/24,2007/10/28,641,RV,48,39,,2008,oregon
CNN/Time,2008/10/23,2008/10/28,690,LV,43,53,,2008,colorado
National Journal/FD,2008/10/23,2008/10/27,409,RV,36,51,,2008,colorado
Associated Press/GfK,2008/10/22,2008/10/26,626,LV,36,48,,2008,colorado
Rocky Mtn News/CBS4,2008/10/21,2008/10/23,500,LV,38,51,,2008,colorado
PPP (D),2008/10/28,2008/10/30,2023,LV,41,56,,2008,colorado
Rasmussen,2008/10/16,2008/10/16,700,LV,44,51,,2008,colorado
Suffolk,2008/10/10,2008/10/13,600,LV,34,45,,2008,colorado
Quinnipiac/WSJ/WP,2008/10/08,2008/10/12,1088,LV,40,54,,2008,colorado
PPP (D),2008/10/08,2008/10/10,,,39,49,,2008,colorado
Denver Post/Mason-Dixon,2008/09/29,2008/10/01,625,LV,38,43,,2008,colorado
Rasmussen,2008/09/23,2008/09/23,700,LV,44,46,,2008,colorado
Ciruli Assoc.,2008/09/19,2008/09/23,501,LV,38,45,,2008,colorado
PPP (D),2008/09/20,2008/09/21,1084,LV,40,48,,2008,colorado
Quinnipiac/WSJ/WP,2008/09/14,2008/09/21,1418,LV,40,48,,2008,colorado
National Journal/FD,2008/09/11,2008/09/15,402,RV,38,41,,2008,colorado
Suffolk,2008/08/21,2008/08/24,450,LV,31,39,,2008,colorado
Mason-Dixon,2008/08/13,2008/08/15,400,LV,37,47,,2008,colorado
Rasmussen,2008/08/13,2008/08/13,500,LV,42,50,,2008,colorado
Rocky Mtn News/CBS4,2008/08/11,2008/08/13,500,RV,38,44,,2008,colorado
Quinnipiac/WSJ/WP.com,2008/07/14,2008/07/22,1425,LV,44,44,,2008,colorado
Rasmussen,2008/07/21,2008/07/21,500,LV,46,49,,2008,colorado
PPP (D),2008/07/09,2008/07/10,1050,LV,38,47,,2008,colorado
Rasmussen,2008/06/17,2008/06/17,500,LV,40,49,,2008,colorado
Rasmussen,2008/05/19,2008/05/19,500,LV,41,47,,2008,colorado
Rasmussen,2008/03/17,2008/03/17,500,LV,43,46,,2008,colorado
McLaughlin \u0026amp; Associates (R),2008/03/06,2008/03/08,600,LV,32,44,,2008,colorado
Rasmussen,2007/11/28,2007/11/28,500,LV,42,41,,2008,colorado
Rasmussen,2008/02/11,2008/02/11,500,LV,44,43,,2008,colorado
SurveyUSA,2007/10/27,2007/10/30,662,RV,41,48,,2008,colorado
Ciruli Assoc.,2007/09/12,2007/09/15,504,LV,35,36,,2008,colorado
SurveyUSA,2008/10/30,2008/11/01,669,LV,44,39,16,2008,minnesota
Star Tribune,2008/10/29,2008/10/31,933,LV,38,42,15,2008,minnesota
Rasmussen,2008/10/28,2008/10/28,500,LV,43,39,14,2008,minnesota
Research 2000,2008/10/27,2008/10/29,600,LV,43,40,15,2008,minnesota
NBC/Mason-Dixon,2008/10/27,2008/10/28,625,LV,42,36,12,2008,minnesota
PPP (D),2008/10/28,2008/10/30,1050,LV,40,45,14,2008,minnesota
Minn. Pub. Radio,2008/10/24,2008/10/28,451,LV,37,41,17,2008,minnesota
Rasmussen,2008/10/22,2008/10/22,500,LV,37,41,17,2008,minnesota
Big10 Battleground,2008/10/19,2008/10/22,583,RV,34,40,15,2008,minnesota
St. Cloud State U.,2008/10/14,2008/10/22,509,A,36,27,16,2008,minnesota
National Journal/FD,2008/10/16,2008/10/20,402,RV,36,37,19,2008,minnesota
Star Tribune,2008/10/16,2008/10/17,1049,LV,36,39,18,2008,minnesota
SurveyUSA,2008/10/16,2008/10/18,655,LV,41,39,18,2008,minnesota
Research 2000,2008/10/15,2008/10/16,600,LV,39,41,18,2008,minnesota
Quinnipiac/WSJ/WP,2008/10/08,2008/10/12,1019,LV,36,38,18,2008,minnesota
Rasmussen,2008/10/07,2008/10/07,500,LV,37,43,17,2008,minnesota
Minn. Pub. Radio,2008/10/03,2008/10/05,418,LV,37,41,14,2008,minnesota
Star Tribune,2008/09/30,2008/10/02,1084,LV,34,43,18,2008,minnesota
SurveyUSA,2008/09/30,2008/10/01,725,LV,43,33,19,2008,minnesota
Quinnipiac/WSJ/WP,2008/09/14,2008/09/21,1301,LV,49,42,,2008,minnesota
Rasmussen,2008/09/18,2008/09/18,500,LV,48,47,3,2008,minnesota
Star Tribune,2008/09/10,2008/09/12,1106,LV,41,37,13,2008,minnesota
SurveyUSA,2008/09/10,2008/09/11,734,LV,41,40,14,2008,minnesota
Minn. Pub. Radio,2008/08/07,2008/08/17,763,LV,40,41,8,2008,minnesota
SurveyUSA,2008/08/13,2008/08/14,682,LV,46,39,,2008,minnesota
Rasmussen,2008/08/13,2008/08/13,500,LV,49,46,,2008,minnesota
Rasmussen,2008/07/22,2008/07/22,500,LV,46,49,,2008,minnesota
Quinnipiac/WSJ/WP.com,2008/07/14,2008/07/22,1261,LV,53,38,,2008,minnesota
SurveyUSA,2008/07/11,2008/07/13,641,LV,52,39,,2008,minnesota
Rasmussen,2008/07/10,2008/07/10,500,LV,42,44,,2008,minnesota
Quinnipiac/WSJ/WP.com,2008/06/17,2008/06/24,1572,LV,51,41,,2008,minnesota
SurveyUSA,2008/06/10,2008/06/12,609,RV,52,40,,2008,minnesota
Rasmussen,2008/06/11,2008/06/11,500,LV,48,45,,2008,minnesota
Rasmussen,2008/05/21,2008/05/21,500,LV,47,45,,2008,minnesota
MN Star-Tribune,2008/05/12,2008/05/15,1203,A,51,44,,2008,minnesota
SurveyUSA,2008/04/30,2008/05/01,615,RV,52,42,,2008,minnesota
Rasmussen,2008/04/22,2008/04/22,500,LV,50,43,,2008,minnesota
Rasmussen,2008/03/19,2008/03/19,500,LV,48,46,,2008,minnesota
SurveyUSA,2008/03/11,2008/03/11,644,RV,51,41,,2008,minnesota
McLaughlin \u0026amp; Associates (R),2008/03/06,2008/03/09,500,LV,46,40,,2008,minnesota
Rasmussen,2008/02/16,2008/02/16,500,LV,46,49,,2008,minnesota
Minn. Pub. Radio,2008/01/18,2008/01/27,917,A,40,43,,2008,minnesota
SurveyUSA,2007/11/02,2007/11/05,616,RV,48,44,,2008,minnesota
Rasmussen,2007/10/31,2007/10/31,500,LV,49,42,,2008,minnesota
SurveyUSA,2007/10/24,2007/10/28,692,RV,46,45,,2008,minnesota
Rasmussen,2007/09/06,2007/09/06,500,LV,46,41,,2008,minnesota
Mason-Dixon,2007/05/07,2007/05/09,625,RV,54,32,,2008,minnesota
Rasmussen,2007/03/07,2007/03/07,500,LV,46,36,,2008,minnesota
SurveyUSA,2007/02/12,2007/02/13,632,RV,57,35,,2008,minnesota
