pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
Quinnipiac,2016/03/22,2016/03/29,1667,RV,24,63,,2016,new-york
NY Times/Siena,2016/11/04,2016/11/06,800,LV,46,45,,2016,north-carolina
Quinnipiac,2016/11/03,2016/11/06,870,LV,47,47,,2016,north-carolina
Gravis,2016/11/01,2016/11/04,1250,RV,48,47,,2016,north-carolina
WRAL-TV/SurveyUSA*,2016/10/28,2016/10/31,659,LV,49,43,,2016,north-carolina
CBS News/YouGov,2016/10/26,2016/10/28,992,LV,44,44,,2016,north-carolina
Emerson,2016/10/26,2016/10/27,650,LV,48,44,,2016,north-carolina
Quinnipiac,2016/10/27,2016/11/01,602,LV,45,49,,2016,north-carolina
Elon*,2016/10/23,2016/10/27,710,LV,45,42,,2016,north-carolina
NBC/WSJ/Marist,2016/10/25,2016/10/26,780,LV,48,48,,2016,north-carolina
Gravis,2016/10/25,2016/10/26,1273,RV,45,48,,2016,north-carolina
Quinnipiac,2016/10/20,2016/10/26,702,LV,48,47,,2016,north-carolina
Monmouth*,2016/10/20,2016/10/23,402,LV,49,43,,2016,north-carolina
PPP (D)*,2016/10/21,2016/10/22,875,LV,42,41,,2016,north-carolina
NY Times/Siena,2016/10/20,2016/10/23,792,LV,46,47,,2016,north-carolina
Civitas (R)*,2016/10/14,2016/10/17,600,LV,45,37,,2016,north-carolina
SurveyUSA*,2016/10/14,2016/10/16,651,LV,45,43,,2016,north-carolina
CNN/ORC,2016/10/10,2016/10/15,788,LV,48,47,,2016,north-carolina
NBC/WSJ/Marist,2016/10/10,2016/10/12,743,LV,46,46,,2016,north-carolina
Suffolk*,2016/10/10,2016/10/12,500,LV,40,36,,2016,north-carolina
Emerson,2016/10/10,2016/10/12,600,LV,45,43,,2016,north-carolina
High Point*,2016/10/01,2016/10/06,479,LV,47,42,,2016,north-carolina
WRAL-TV/SurveyUSA*,2016/09/29,2016/10/03,656,LV,46,44,,2016,north-carolina
Bloomberg,2016/09/29,2016/10/02,805,LV,44,46,,2016,north-carolina
Quinnipiac,2016/09/27,2016/10/02,507,LV,46,46,,2016,north-carolina
Elon*,2016/09/27,2016/09/30,660,LV,43,44,,2016,north-carolina
Gravis,2016/09/23,2016/09/23,694,LV,39,48,,2016,north-carolina
High Point*,2016/09/17,2016/09/22,404,LV,45,43,,2016,north-carolina
FOX News*,2016/09/18,2016/09/20,734,LV,43,37,,2016,north-carolina
PPP (D)*,2016/09/18,2016/09/20,1024,LV,41,41,,2016,north-carolina
NY Times/Siena,2016/09/16,2016/09/19,782,LV,42,46,,2016,north-carolina
Elon*,2016/09/12,2016/09/16,644,LV,43,44,,2016,north-carolina
Suffolk*,2016/09/05,2016/09/07,500,LV,41,37,,2016,north-carolina
Quinnipiac,2016/08/31,2016/09/07,751,LV,49,43,,2016,north-carolina
CBS News/YouGov,2016/08/30,2016/09/02,1088,LV,40,41,,2016,north-carolina
Emerson,2016/08/27,2016/08/29,800,LV,45,41,,2016,north-carolina
Monmouth*,2016/08/20,2016/08/23,401,LV,45,43,,2016,north-carolina
CNN/ORC,2016/08/18,2016/08/23,803,LV,50,45,,2016,north-carolina
NBC/WSJ/Marist,2016/08/04,2016/08/10,921,RV,44,46,,2016,north-carolina
PPP (D)*,2016/08/05,2016/08/07,830,LV,41,37,,2016,north-carolina
NBC/WSJ/Marist,2016/07/05,2016/07/11,907,RV,48,41,,2016,north-carolina
PPP (D)*,2016/06/20,2016/06/21,947,RV,40,37,,2016,north-carolina
PPP (D)*,2016/05/20,2016/05/22,928,RV,39,36,,2016,north-carolina
Civitas (R)*,2016/04/23,2016/04/25,600,LV,39,38,,2016,north-carolina
PPP (D)*,2016/04/22,2016/04/24,960,RV,40,36,,2016,north-carolina
SurveyUSA,2016/02/14,2016/02/16,1250,LV,45,37,,2016,north-carolina
PPP (D)*,2016/03/18,2016/03/20,843,RV,40,35,,2016,north-carolina
PPP (D),2016/01/18,2016/01/19,948,RV,43,33,,2016,north-carolina
PPP (D),2015/12/05,2015/12/07,1214,RV,46,35,,2016,north-carolina
PPP (D),2015/10/23,2015/10/25,893,RV,43,39,,2016,north-carolina
PPP (D),2015/09/24,2015/09/27,1268,RV,45,34,,2016,north-carolina
PPP (D)*,2016/08/09,2016/08/10,1290,RV,45,28,,2016,south-carolina
Emerson,2016/11/04,2016/11/05,1000,LV,49,46,,2016,new-hampshire
WMUR/UNH,2016/11/03,2016/11/06,707,LV,45,49,,2016,new-hampshire
Gravis,2016/11/01,2016/11/02,1001,RV,46,44,,2016,new-hampshire
Boston Globe/Suffolk*,2016/10/31,2016/11/02,500,LV,44,42,,2016,new-hampshire
ARG,2016/10/31,2016/11/02,600,LV,49,46,,2016,new-hampshire
WBUR/MassINC,2016/10/29,2016/11/01,500,LV,51,45,,2016,new-hampshire
UMass Lowell/7News,2016/10/28,2016/11/02,695,LV,46,47,,2016,new-hampshire
WMUR/UNH,2016/10/26,2016/10/30,641,LV,44,46,,2016,new-hampshire
Emerson,2016/10/23,2016/10/25,600,LV,50,44,,2016,new-hampshire
Monmouth*,2016/10/22,2016/10/25,401,LV,46,46,,2016,new-hampshire
NBC/WSJ/Marist,2016/10/20,2016/10/24,768,LV,48,47,,2016,new-hampshire
UMass Amherst/WBZ*,2016/10/17,2016/10/21,772,LV,48,44,,2016,new-hampshire
Emerson,2016/10/17,2016/10/19,900,LV,45,45,,2016,new-hampshire
WMUR/UNH,2016/10/11,2016/10/17,770,LV,39,48,,2016,new-hampshire
WBUR/MassINC,2016/10/10,2016/10/12,501,LV,47,47,,2016,new-hampshire
UMass Lowell/7News,2016/10/07,2016/10/11,517,LV,45,44,,2016,new-hampshire
Boston Globe/Suffolk*,2016/10/03,2016/10/05,500,LV,47,41,,2016,new-hampshire
WBUR/MassINC,2016/09/27,2016/09/29,502,LV,46,48,,2016,new-hampshire
Monmouth*,2016/09/17,2016/09/20,400,LV,47,45,,2016,new-hampshire
NBC/WSJ/Marist,2016/09/06,2016/09/08,737,LV,52,44,,2016,new-hampshire
Emerson,2016/09/03,2016/09/05,600,LV,48,46,,2016,new-hampshire
WMUR/UNH,2016/08/20,2016/08/28,433,LV,42,44,,2016,new-hampshire
CBS News/YouGov,2016/08/10,2016/08/12,990,LV,41,42,,2016,new-hampshire
WBUR/MassINC,2016/07/29,2016/08/01,609,LV,40,50,,2016,new-hampshire
WMUR/UNH,2016/07/09,2016/07/18,469,LV,42,45,,2016,new-hampshire
ARG,2016/06/24,2016/06/28,533,RV,51,42,,2016,new-hampshire
PPP (D)*,2016/06/22,2016/06/23,578,RV,42,44,,2016,new-hampshire
Boston Herald/FPU,2016/05/25,2016/05/28,405,LV,48,47,,2016,new-hampshire
WBUR/MassINC,2016/05/12,2016/05/15,501,LV,46,48,,2016,new-hampshire
Dartmouth,2016/04/11,2016/04/16,362,RV,37,35,,2016,new-hampshire
WMUR/UNH,2016/04/07,2016/04/17,553,LV,43,42,,2016,new-hampshire
WMUR/UNH,2016/02/20,2016/02/28,628,LV,45,41,,2016,new-hampshire
NBC/WSJ/Marist,2016/01/17,2016/01/23,2258,RV,45,40,,2016,new-hampshire
Gravis,2016/01/15,2016/01/18,1197,RV,49,42,,2016,new-hampshire
PPP (D),2016/01/04,2016/01/06,1036,RV,44,42,,2016,new-hampshire
PPP (D),2015/11/30,2015/12/02,990,RV,42,42,,2016,new-hampshire
PPP (D),2015/10/16,2015/10/18,880,RV,43,44,,2016,new-hampshire
Gravis,2015/10/05,2015/10/06,1035,RV,52,42,,2016,new-hampshire
WMUR/UNH,2015/09/24,2015/10/02,519,LV,45,43,,2016,new-hampshire
NBC News/Marist,2015/08/26,2015/09/02,966,RV,48,45,,2016,new-hampshire
PPP (D),2015/08/21,2015/08/24,841,RV,44,43,,2016,new-hampshire
NBC News/Marist,2015/07/14,2015/07/21,910,RV,50,42,,2016,new-hampshire
WMUR/UNH,2015/07/07,2015/07/20,468,LV,47,41,,2016,new-hampshire
WMUR/UNH,2015/05/06,2015/05/22,524,LV,45,43,,2016,new-hampshire
Dartmouth,2015/04/27,2015/04/30,355,RV,38,33,,2016,new-hampshire
PPP (D),2015/04/09,2015/04/13,747,RV,45,46,,2016,new-hampshire
NBC News/Marist,2015/02/03,2015/02/10,887,RV,44,48,,2016,new-hampshire
NH Journal/NE College,2014/12/01,2014/12/01,541,RV,48,43,,2016,new-hampshire
PPP (D),2014/01/09,2014/01/12,1354,RV,46,40,,2016,new-hampshire
PPP (D),2013/09/13,2013/09/16,1038,RV,45,44,,2016,new-hampshire
PPP (D),2013/04/19,2013/04/21,933,RV,44,46,,2016,new-hampshire
Nielson Brothers,2016/10/24,2016/10/26,600,LV,54,35,,2016,south-dakota
Remington Research (R),2016/10/19,2016/10/21,1115,LV,57,36,,2016,south-dakota
Remington Research (R)*,2016/10/31,2016/11/01,1722,LV,48,44,3,2016,missouri
Monmouth,2016/10/28,2016/10/31,405,LV,47,46,2,2016,missouri
Monmouth,2016/10/09,2016/10/11,406,LV,46,44,3,2016,missouri
Monmouth,2016/08/19,2016/08/22,401,LV,48,43,3,2016,missouri
Remington Research (R)*,2016/08/05,2016/08/06,1280,LV,47,40,4,2016,missouri
Marquette,2016/10/26,2016/10/31,1225,LV,44,45,3,2016,wisconsin
Monmouth,2016/10/15,2016/10/18,403,LV,44,52,2,2016,wisconsin
Marquette,2016/10/06,2016/10/09,878,LV,44,46,4,2016,wisconsin
Marquette,2016/09/15,2016/09/18,677,LV,39,44,7,2016,wisconsin
Monmouth,2016/08/27,2016/08/30,404,LV,41,54,2,2016,wisconsin
Marquette,2016/08/25,2016/08/28,650,LV,42,45,6,2016,wisconsin
Marquette,2016/08/04,2016/08/07,683,LV,39,50,7,2016,wisconsin
Marquette,2016/07/07,2016/07/10,665,LV,40,46,7,2016,wisconsin
WRAL-TV/SurveyUSA,2016/10/28,2016/10/31,659,LV,49,43,,2016,north-carolina
Elon,2016/10/23,2016/10/27,710,LV,45,42,,2016,north-carolina
Monmouth,2016/10/20,2016/10/23,402,LV,49,43,,2016,north-carolina
PPP (D),2016/10/21,2016/10/22,875,LV,42,41,,2016,north-carolina
SurveyUSA,2016/10/14,2016/10/16,651,LV,45,43,,2016,north-carolina
Suffolk,2016/10/10,2016/10/12,500,LV,40,36,,2016,north-carolina
High Point,2016/10/01,2016/10/06,479,LV,47,42,,2016,north-carolina
WRAL-TV/SurveyUSA,2016/09/29,2016/10/03,656,LV,46,44,,2016,north-carolina
Elon,2016/09/27,2016/09/30,660,LV,43,44,,2016,north-carolina
High Point,2016/09/17,2016/09/22,404,LV,45,43,,2016,north-carolina
FOX News,2016/09/18,2016/09/20,734,LV,43,37,,2016,north-carolina
PPP (D),2016/09/18,2016/09/20,1024,LV,41,41,,2016,north-carolina
Elon,2016/09/12,2016/09/16,644,LV,43,44,,2016,north-carolina
Suffolk,2016/09/05,2016/09/07,500,LV,41,37,,2016,north-carolina
Monmouth,2016/08/20,2016/08/23,401,LV,45,43,,2016,north-carolina
PPP (D),2016/08/05,2016/08/07,830,LV,41,37,,2016,north-carolina
PPP (D)*,2016/06/20,2016/06/21,947,RV,40,37,,2016,north-carolina
PPP (D)*,2016/05/20,2016/05/22,928,RV,39,36,,2016,north-carolina
Civitas (R),2016/04/23,2016/04/25,600,LV,37,35,,2016,north-carolina
PPP (D),2016/04/22,2016/04/24,960,RV,40,36,,2016,north-carolina
PPP (D),2016/03/18,2016/03/20,843,RV,40,35,,2016,north-carolina
Suffolk*,2016/10/17,2016/10/19,500,LV,46,31,2,2016,ohio
Suffolk*,2016/09/12,2016/09/14,500,LV,39,31,1,2016,ohio
Suffolk,2016/07/18,2016/07/20,500,LV,37,33,5,2016,ohio
