pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
Garin Hart Yang (D),2006/04/03,2006/04/06,505,LDV,,4,,2006,maryland
Gonzales Res.,2006/04/04,2006/04/13,423,LDV,,8,,2006,maryland
Washington Post,2006/06/19,2006/06/25,494,RDV,,10,,2006,maryland
Potomac,2006/07/06,2006/07/10,604,LDV,,4,,2006,maryland
SurveyUSA,2006/08/28,2006/08/30,510,LV,,8,,2006,maryland
Reuters/Zogby,2006/10/24,2006/10/31,600,LV,8,37,49,2006,connecticut
Research 2000,2006/10/30,2006/11/01,600,LV,7,39,51,2006,connecticut
SurveyUSA,2006/11/02,2006/11/04,652,LV,9,38,49,2006,connecticut
Quinnipiac,2006/10/31,2006/11/05,676,LV,8,38,50,2006,connecticut
Rasmussen,2005/04/27,2005/04/27,500,LV,,20,47,2006,connecticut
Quinnipiac,2006/04/25,2006/04/30,1536,RV,10,13,56,2006,connecticut
Quinnipiac,2006/05/31,2006/06/06,2114,RV,8,18,56,2006,connecticut
Rasmussen,2006/06/12,2006/06/12,500,LV,15,29,44,2006,connecticut
Quinnipiac,2006/07/13,2006/07/18,2502,RV,9,27,51,2006,connecticut
Rasmussen,2006/07/20,2006/07/20,1000,LV,13,40,40,2006,connecticut
Rasmussen,2006/08/09,2006/08/10,500,LV,6,41,46,2006,connecticut
Quinnipiac,2006/08/10,2006/08/14,1083,LV,4,41,53,2006,connecticut
Zogby Interactive*,2006/08/15,2006/08/21,533,LV,2,39,49,2006,connecticut
American Res. Group,2006/08/17,2006/08/21,790,LV,3,42,44,2006,connecticut
Rasmussen,2006/08/21,2006/08/21,550,LV,6,43,45,2006,connecticut
Pub Op Str (R),2006/08/27,2006/08/29,600,LV,4,35,51,2006,connecticut
Zogby Interactive*,2006/08/29,2006/09/05,531,LV,3,42,46,2006,connecticut
SurveyUSA,2006/09/09,2006/09/11,572,LV,7,38,51,2006,connecticut
Rasmussen,2006/09/13,2006/09/14,550,LV,5,43,45,2006,connecticut
American Res. Group,2006/09/15,2006/09/19,600,LV,3,45,47,2006,connecticut
Zogby Interactive*,2006/09/19,2006/09/25,550,LV,4,44,46,2006,connecticut
Quinnipiac,2006/09/21,2006/09/25,1181,LV,5,39,49,2006,connecticut
Reuters/Zogby,2006/09/25,2006/10/02,601,LV,4,33,53,2006,connecticut
Rasmussen,2006/10/03,2006/10/03,550,LV,6,40,51,2006,connecticut
Univ. of Connecticut,2006/10/04,2006/10/09,637,LV,4,40,48,2006,connecticut
SurveyUSA,2006/10/08,2006/10/10,572,LV,4,40,53,2006,connecticut
Zogby Interactive *,2006/10/10,2006/10/16,531,LV,4,43,49,2006,connecticut
Quinnipiac,2006/10/17,2006/10/19,881,LV,6,35,52,2006,connecticut
American Res. Group,2006/10/18,2006/10/20,600,LV,8,37,49,2006,connecticut
Zogby Interactive*,2006/10/23,2006/10/27,,LV,6,43,47,2006,connecticut
Rasmussen,2006/10/28,2006/10/28,500,LV,9,40,48,2006,connecticut
Quinnipiac,2006/10/24,2006/10/30,926,LV,8,37,49,2006,connecticut
