pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state,overlapping_special_election,dem_actual,rep_actual,other_actual,rep_won
WMUR/UNH,2010/09/23,2010/09/29,466,LV,50,35,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
ARG,2010/09/22,2010/09/26,800,LV,46,32,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
Rasmussen Reports,2010/09/15,2010/09/15,500,LV,51,44,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
PPP (D),2010/09/11,2010/09/12,1959,LV,47,43,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
Rasmussen Reports,2010/08/05,2010/08/05,500,LV,51,38,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
WMUR/UNH,2010/07/19,2010/07/27,446,LV,45,37,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
PPP (D),2010/07/23,2010/07/25,900,RV,45,42,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
Rasmussen Reports,2010/07/12,2010/07/12,500,LV,49,37,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
Rasmussen Reports,2010/05/11,2010/05/11,500,LV,50,38,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
WMUR/UNH,2010/04/12,2010/04/21,462,LV,47,32,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
PPP (D),2010/04/17,2010/04/18,1474,LV,47,40,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
Rasmussen Reports,2010/04/07,2010/04/07,500,LV,50,35,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
Rasmussen Reports,2010/03/08,2010/03/08,500,LV,47,37,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
Rasmussen Reports,2010/02/10,2010/02/10,500,LV,46,39,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
R2000/Daily Kos (D)**,2010/02/01,2010/02/03,600,LV,46,39,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
WMUR/UNH,2010/01/27,2010/02/03,444,LV,41,33,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
Rasmussen Reports,2010/01/12,2010/01/12,500,LV,49,40,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
ARG,2009/12/26,2009/12/29,566,RV,43,36,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
WMUR/UNH,2009/09/25,2009/10/02,503,A,40,33,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
ARG,2009/09/25,2009/09/29,572,LV,41,34,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
Rasmussen Reports,2009/09/14,2009/09/14,500,LV,46,38,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
R2000/Daily Kos (D)**,2009/07/13,2009/07/15,600,LV,39,38,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
University of New Hampshire,2009/06/24,2009/07/01,558,A,39,35,NA,2010,new-hampshire,NA,36.8465615447208,60.0862087924171,3.06722966286204,1
Siena,2010/10/27,2010/10/30,603,LV,32,64,NA,2010,new-york,1,NA,NA,NA,NA
Marist,2010/10/26,2010/10/28,415,LV,36,60,NA,2010,new-york,1,NA,NA,NA,NA
SurveyUSA,2010/10/25,2010/10/28,544,LV,32,62,NA,2010,new-york,1,NA,NA,NA,NA
Quinnipiac,2010/10/18,2010/10/24,672,LV,32,64,NA,2010,new-york,1,NA,NA,NA,NA
Rasmussen Reports,2010/10/19,2010/10/19,500,LV,31,59,NA,2010,new-york,1,NA,NA,NA,NA
Marist,2010/10/18,2010/10/20,505,LV,35,63,NA,2010,new-york,1,NA,NA,NA,NA
Siena,2010/10/14,2010/10/18,647,LV,28,67,NA,2010,new-york,1,NA,NA,NA,NA
New York Times,2010/10/10,2010/10/15,LV,,21,61,NA,2010,new-york,1,NA,NA,NA,NA
SurveyUSA,2010/10/11,2010/10/13,633,LV,30,63,NA,2010,new-york,1,NA,NA,NA,NA
SurveyUSA,2010/10/05,2010/10/07,627,LV,30,60,NA,2010,new-york,1,NA,NA,NA,NA
CNN/Time,2010/10/01,2010/10/05,585,LV,41,57,NA,2010,new-york,1,NA,NA,NA,NA
Quinnipiac,2010/10/01,2010/10/05,1141,LV,32,63,NA,2010,new-york,1,NA,NA,NA,NA
PPP (D),2010/10/01,2010/10/03,592,LV,37,59,NA,2010,new-york,1,NA,NA,NA,NA
Marist,2010/09/19,2010/09/22,617,LV,37,58,NA,2010,new-york,1,NA,NA,NA,NA
SurveyUSA,2010/09/20,2010/09/21,572,LV,33,54,NA,2010,new-york,1,NA,NA,NA,NA
Siena,2010/09/16,2010/09/21,801,RV,30,63,NA,2010,new-york,1,NA,NA,NA,NA
Quinnipiac,2010/09/16,2010/09/20,751,LV,38,54,NA,2010,new-york,1,NA,NA,NA,NA
Rasmussen Reports,2010/09/16,2010/09/16,500,LV,36,58,NA,2010,new-york,1,NA,NA,NA,NA
Siena,2010/07/06,2010/07/12,760,RV,26,63,NA,2010,new-york,1,NA,NA,NA,NA
Rasmussen Reports,2010/06/16,2010/06/16,500,LV,33,54,NA,2010,new-york,1,NA,NA,NA,NA
Siena,2010/06/07,2010/06/09,808,RV,26,60,NA,2010,new-york,1,NA,NA,NA,NA
Marist,2010/05/03,2010/05/05,686,RV,27,66,NA,2010,new-york,1,NA,NA,NA,NA
PPP (D),2010/10/29,2010/10/31,847,LV,52,40,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
SurveyUSA,2010/10/22,2010/10/25,590,LV,53,38,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Civitas (R),2010/10/18,2010/10/20,600,LV,44,34,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/10/12,2010/10/12,500,LV,52,38,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/10/15,2010/10/17,597,LV,48,40,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/09/23,2010/09/26,681,LV,49,36,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Civitas (R),2010/09/15,2010/09/17,600,LV,49,29,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
SurveyUSA,2010/09/10,2010/09/13,582,LV,58,34,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/09/08,2010/09/08,500,LV,54,38,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/08/27,2010/08/29,724,LV,43,38,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/08/03,2010/08/03,500,LV,49,40,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/07/27,2010/07/31,624,RV,39,37,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Civitas (R),2010/07/19,2010/07/21,600,LV,44,37,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
SurveyUSA,2010/07/08,2010/07/11,560,LV,46,36,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/07/06,2010/07/06,500,LV,52,37,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/06/26,2010/06/27,601,LV,38,33,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
SurveyUSA,2010/06/23,2010/06/24,617,LV,50,40,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/06/23,2010/06/23,500,LV,44,43,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/06/04,2010/06/06,601,LV,46,39,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/06/03,2010/06/03,500,LV,50,36,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/05/08,2010/05/10,631,LV,43,42,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/05/05,2010/05/05,1200,LV,48,40,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/04/19,2010/04/19,500,LV,50,32,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/04/08,2010/04/11,742,LV,43,37,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/03/22,2010/03/22,500,LV,51,35,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/03/12,2010/03/15,878,LV,41,36,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/02/23,2010/02/23,500,LV,50,34,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Mason-Dixon,2010/02/15,2010/02/17,625,RV,54,29,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/02/12,2010/02/15,788,LV,43,33,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/01/27,2010/01/27,500,LV,47,37,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2009/12/11,2009/12/13,593,LV,42,37,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Civitas (R),2009/12/01,2009/12/03,600,LV,40,32,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2009/11/09,2009/11/11,711,LV,45,34,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Change Congress (D),2009/10/31,2009/11/01,600,LV,42,35,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Civitas (R),2009/10/20,2009/10/21,600,LV,44,33,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2009/09/15,2009/09/15,500,LV,48,38,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2009/09/02,2009/09/08,600,LV,42,31,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2009/08/04,2009/08/10,749,LV,43,31,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2009/03/12,2009/03/15,1000,RV,43,35,NA,2010,north-carolina,NA,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/10/21,2010/10/21,500,LV,72,25,NA,2010,north-dakota,NA,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/09/20,2010/09/21,500,LV,68,25,NA,2010,north-dakota,NA,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/08/10,2010/08/11,500,LV,69,25,NA,2010,north-dakota,NA,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/07/21,2010/07/21,500,LV,69,22,NA,2010,north-dakota,NA,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/06/15,2010/06/16,500,LV,73,19,NA,2010,north-dakota,NA,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/05/18,2010/05/19,500,LV,72,23,NA,2010,north-dakota,NA,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/04/20,2010/04/20,500,LV,69,24,NA,2010,north-dakota,NA,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/03/23,2010/03/23,500,LV,68,25,NA,2010,north-dakota,NA,22.2001894908063,76.1690157377984,1.63079477139527,1
Ohio Poll/Univ of Cin.,2010/10/27,2010/10/31,930,LV,60,39,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2010/10/28,2010/10/30,1356,LV,57,39,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/10/25,2010/10/30,848,LV,56,37,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/10/26,2010/10/26,750,LV,57,33,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Columbus Dispatch*,2010/10/20,2010/10/29,1445,LV,56,40,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
SurveyUSA,2010/10/22,2010/10/26,613,LV,52,37,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/10/18,2010/10/24,686,LV,53,36,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
CNN/Time,2010/10/15,2010/10/19,863,LV,55,40,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Ohio Poll/Univ of Cin.,2010/10/14,2010/10/18,839,LV,58,39,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/10/12,2010/10/17,1188,LV,55,34,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Ohio Poll/Univ of Cin.,2010/10/08,2010/10/13,705,LV,58,36,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/10/11,2010/10/11,750,LV,57,34,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
FOX News/POR-Rasmussen,2010/10/09,2010/10/09,1000,LV,52,35,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Suffolk University,2010/10/04,2010/10/06,500,LV,47,37,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
FOX News/POR-Rasmussen,2010/10/02,2010/10/02,1000,LV,53,37,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/09/29,2010/10/03,1025,LV,55,36,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/09/27,2010/09/27,500,LV,51,42,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
CBS News/NY Times,2010/09/23,2010/09/27,941,LV,45,34,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
FOX News/POR-Rasmussen,2010/09/25,2010/09/25,1000,LV,50,37,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Reuters/Ipsos,2010/09/23,2010/09/25,440,LV,50,37,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Ohio Poll/Univ of Cin.,2010/09/16,2010/09/20,852,LV,55,40,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
FOX News/POR-Rasmussen,2010/09/18,2010/09/18,1000,LV,49,36,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/09/13,2010/09/13,750,LV,49,41,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
CNN/Time,2010/09/10,2010/09/14,820,LV,52,41,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/09/09,2010/09/14,730,LV,55,35,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
SurveyUSA,2010/09/10,2010/09/13,641,LV,49,40,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
FOX News/POR-Rasmussen,2010/09/11,2010/09/11,1000,LV,48,41,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Columbus Dispatch*,2010/08/25,2010/09/03,1622,LV,50,37,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/08/30,2010/08/30,750,LV,47,41,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2010/08/27,2010/08/29,475,LV,45,38,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/08/16,2010/08/16,750,LV,48,39,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Reuters/Ipsos,2010/08/06,2010/08/08,417,LV,43,36,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/08/02,2010/08/02,750,LV,44,40,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/07/19,2010/07/19,750,LV,45,39,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/06/29,2010/06/29,500,LV,43,39,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2010/06/26,2010/06/27,482,LV,38,40,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/06/22,2010/06/27,1107,RV,40,42,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/06/03,2010/06/03,500,LV,43,43,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
University of Cincinnati,2010/05/11,2010/05/20,668,LV,46,47,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/05/05,2010/05/05,500,LV,42,43,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/04/21,2010/04/26,1568,RV,37,40,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
R2000/Daily Kos (D)**,2010/04/05,2010/04/07,600,LV,39,43,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/03/30,2010/03/30,500,LV,43,38,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/03/23,2010/03/29,1526,RV,37,41,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2010/03/20,2010/03/21,630,LV,41,36,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/03/04,2010/03/04,500,LV,44,39,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/02/16,2010/02/21,1662,RV,40,37,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/02/05,2010/02/06,500,LV,43,39,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/01/12,2010/01/12,500,LV,44,37,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
ORL/Wenzel Strategies (R),2010/01/08,2010/01/12,1001,RV,37,31,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2009/12/07,2009/12/07,500,LV,38,36,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/11/05,2009/11/09,1123,RV,39,36,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2009/09/23,2009/09/23,500,LV,41,40,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/09/10,2009/09/13,1074,RV,31,42,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
R2000/Daily Kos (D)**,2009/07/06,2009/07/08,600,LV,35,42,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/06/26,2009/07/01,1259,RV,33,37,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2009/06/17,2009/06/19,619,RV,32,41,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/04/28,2009/05/04,1079,RV,31,42,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/03/10,2009/03/15,1299,RV,33,41,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/01/29,2009/02/02,1127,RV,27,42,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2009/01/17,2009/01/18,578,RV,41,39,NA,2010,ohio,NA,39.4038894937954,56.8462985747679,3.74981193143662,1
Sooner Poll,2010/10/03,2010/10/07,352,LV,62,22,NA,2010,oklahoma,NA,26.1331896640715,70.6367097903851,3.23010054554339,1
Rasmussen Reports,2010/09/23,2010/09/23,500,LV,68,26,NA,2010,oklahoma,NA,26.1331896640715,70.6367097903851,3.23010054554339,1
Rasmussen Reports,2010/08/26,2010/08/26,500,LV,67,24,NA,2010,oklahoma,NA,26.1331896640715,70.6367097903851,3.23010054554339,1
Rasmussen Reports,2010/07/28,2010/07/28,500,LV,65,31,NA,2010,oklahoma,NA,26.1331896640715,70.6367097903851,3.23010054554339,1
Rasmussen Reports,2010/06/30,2010/06/30,500,LV,65,26,NA,2010,oklahoma,NA,26.1331896640715,70.6367097903851,3.23010054554339,1
PPP (D),2012/11/02,2012/11/03,1080.0,LV,51,46,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
Rasmussen Reports,2012/10/21,2012/10/21,500.0,LV,50,44,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
Behavior Research Center,2012/10/04,2012/10/10,,LV,40,44,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2012/10/01,2012/10/03,595.0,LV,43,45,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
HighGround/Moore (R)*,2012/09/25,2012/09/26,500.0,LV,43,40,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
Rasmussen Reports,2012/09/25,2012/09/25,500.0,LV,47,41,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2012/09/07,2012/09/09,993.0,LV,44,43,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2012/07/23,2012/07/25,833.0,RV,38,38,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
Rasmussen Reports,2012/06/26,2012/06/26,500.0,LV,47,31,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
Project New America/PPP (D),2012/06/04,2012/06/05,791.0,LV,43,41,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2012/05/17,2012/05/20,500.0,RV,48,35,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
Magellan (R),2012/04/30,2012/05/02,909.0,LV,44,40,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
Rasmussen Reports,2012/03/13,2012/03/13,500.0,LV,47,34,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
NBC News/Marist,2012/02/19,2012/02/20,2487.0,RV,42,29,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2012/02/17,2012/02/19,743.0,RV,46,35,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2011/11/17,2011/11/20,500.0,RV,40,36,NA,2012,arizona,NA,46.2036121603515,49.2309070696463,4.56548077000226,1
Field,2012/10/25,2012/10/30,751.0,LV,33,54,NA,2012,california,NA,62.5242844721446,37.4757155278554,0,0
LA Times/USC,2012/10/15,2012/10/21,1440.0,LV,38,55,NA,2012,california,NA,62.5242844721446,37.4757155278554,0,0
Reason-Rupe,2012/10/11,2012/10/15,508.0,LV,34,60,NA,2012,california,NA,62.5242844721446,37.4757155278554,0,0
SurveyUSA,2012/10/07,2012/10/09,539.0,LV,35,54,NA,2012,california,NA,62.5242844721446,37.4757155278554,0,0
Field,2012/10/17,2012/10/24,815.0,LV,32,56,NA,2012,california,NA,62.5242844721446,37.4757155278554,0,0
Field,2012/09/06,2012/09/18,902.0,LV,31,57,NA,2012,california,NA,62.5242844721446,37.4757155278554,0,0
SurveyUSA,2012/09/09,2012/09/11,524.0,LV,37,55,NA,2012,california,NA,62.5242844721446,37.4757155278554,0,0
Field,2012/06/21,2012/07/02,848.0,LV,32,51,NA,2012,california,NA,62.5242844721446,37.4757155278554,0,0
SurveyUSA,2012/05/27,2012/05/29,1575.0,RV,34,50,NA,2012,california,NA,62.5242844721446,37.4757155278554,0,0
PPP (D),2012/11/01,2012/11/02,1220.0,LV,43,52,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Rasmussen Reports,2012/10/28,2012/10/28,500.0,LV,45,51,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Quinnipiac,2012/10/19,2012/10/22,1412.0,LV,43,49,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
SurveyUSA,2012/10/19,2012/10/21,575.0,LV,43,47,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Mason-Dixon,2012/10/15,2012/10/17,625.0,LV,44,44,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Rasmussen Reports,2012/10/21,2012/10/21,500.0,LV,47,48,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Hartford Courant/UConn,2012/10/11,2012/10/16,574.0,LV,38,44,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Siena,2012/10/04,2012/10/14,552.0,LV,44,46,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Rasmussen Reports,2012/10/07,2012/10/07,500.0,LV,46,51,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Quinnipiac,2012/09/28,2012/10/02,1696.0,LV,48,47,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
PPP (D),2012/09/24,2012/09/26,801.0,LV,42,48,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Hartford Courant/UConn,2012/09/11,2012/09/16,517.0,LV,33,37,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Quinnipiac,2012/08/22,2012/08/26,1472.0,LV,49,46,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
PPP (D),2012/08/22,2012/08/23,881.0,RV,44,48,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
Rasmussen Reports,2012/08/21,2012/08/21,500.0,LV,49,46,NA,2012,connecticut,NA,52.4541528968807,39.9909641981156,7.55488290500369,0
