pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
Critical Insights,2008/10/16,2008/10/19,443.0,LV,54.0,42.0,,2008,maine
Pan Atlantic SMS,2008/10/13,2008/10/16,400.0,LV,57.0,36.0,,2008,maine
Research 2000,2008/10/14,2008/10/15,600.0,LV,53.0,40.0,,2008,maine
Rasmussen,2008/10/02,2008/10/02,500.0,LV,53.0,43.0,,2008,maine
SurveyUSA,2008/09/22,2008/09/23,675.0,LV,55.0,39.0,,2008,maine
Rasmussen,2008/09/17,2008/09/17,500.0,LV,55.0,42.0,,2008,maine
Research 2000,2008/09/08,2008/09/10,600.0,LV,57.0,38.0,,2008,maine
Rasmussen,2008/08/12,2008/08/12,500.0,LV,55.0,40.0,,2008,maine
Rasmussen,2008/07/17,2008/07/17,500.0,LV,53.0,43.0,,2008,maine
Critical Insights,2008/06/01,2008/06/27,602.0,A,50.0,40.0,,2008,maine
Pan Atlantic SMS,2008/06/10,2008/06/18,400.0,RV,56.0,31.0,,2008,maine
Rasmussen,2008/06/16,2008/06/16,500.0,LV,49.0,42.0,,2008,maine
Rasmussen,2008/05/14,2008/05/14,500.0,LV,52.0,42.0,,2008,maine
Rasmussen,2008/04/01,2008/04/01,500.0,LV,54.0,38.0,,2008,maine
McLaughlin \u0026amp; Associates (R),2008/03/07,2008/03/09,400.0,LV,54.0,31.0,,2008,maine
SurveyUSA,2007/10/26,2007/10/29,679.0,RV,55.0,38.0,,2008,maine
Research 2000,2007/10/15,2007/10/17,600.0,LV,56.0,33.0,,2008,maine
SurveyUSA,2008/10/30,2008/11/01,672.0,LV,35.0,59.0,,2008,virginia
Mason-Dixon,2008/10/29,2008/10/30,625.0,LV,31.0,62.0,,2008,virginia
SurveyUSA,2008/10/25,2008/10/26,671.0,LV,32.0,63.0,,2008,virginia
PPP (D),2008/10/31,2008/11/02,1557.0,LV,36.0,62.0,,2008,virginia
Associated Press/GfK,2008/10/22,2008/10/26,601.0,LV,32.0,58.0,,2008,virginia
Washington Post,2008/10/22,2008/10/25,784.0,LV,31.0,61.0,,2008,virginia
VCU,2008/10/20,2008/10/22,817.0,LV,27.0,61.0,,2008,virginia
Mason-Dixon,2008/10/20,2008/10/21,625.0,LV,33.0,58.0,,2008,virginia
SurveyUSA,2008/10/18,2008/10/19,652.0,LV,36.0,60.0,,2008,virginia
Rasmussen,2008/10/16,2008/10/16,700.0,LV,36.0,61.0,,2008,virginia
PPP (D),2008/10/06,2008/10/07,917.0,LV,31.0,58.0,,2008,virginia
SurveyUSA,2008/10/04,2008/10/05,666.0,LV,31.0,61.0,,2008,virginia
Suffolk,2008/10/03,2008/10/05,600.0,LV,25.0,57.0,,2008,virginia
Mason-Dixon,2008/09/29,2008/10/01,625.0,LV,31.0,57.0,,2008,virginia
Rasmussen,2008/09/25,2008/09/25,700.0,LV,34.0,60.0,,2008,virginia
SurveyUSA,2008/09/19,2008/09/21,716.0,LV,34.0,57.0,,2008,virginia
Mason-Dixon,2008/09/17,2008/09/22,625.0,LV,28.0,61.0,,2008,virginia
ABC News/Wash Post,2008/09/18,2008/09/21,698.0,LV,31.0,61.0,,2008,virginia
PPP (D),2008/09/13,2008/09/14,1090.0,LV,33.0,57.0,,2008,virginia
SurveyUSA,2008/09/12,2008/09/14,732.0,LV,34.0,57.0,,2008,virginia
CNU Virginia Poll,2008/09/10,2008/09/14,500.0,RV,30.0,54.0,,2008,virginia
SurveyUSA,2008/09/05,2008/09/07,717.0,LV,35.0,56.0,,2008,virginia
PPP (D),2008/08/20,2008/08/22,1036.0,LV,32.0,55.0,,2008,virginia
Rasmussen,2008/08/12,2008/08/12,500.0,LV,35.0,61.0,,2008,virginia
SurveyUSA,2008/08/08,2008/08/10,655.0,LV,34.0,58.0,,2008,virginia
PPP (D),2008/07/17,2008/07/20,1327.0,LV,32.0,57.0,,2008,virginia
Rasmussen,2008/07/16,2008/07/16,500.0,LV,36.0,59.0,,2008,virginia
PPP (D),2008/06/14,2008/06/16,893.0,LV,28.0,59.0,,2008,virginia
Rasmussen,2008/06/12,2008/06/12,500.0,LV,33.0,60.0,,2008,virginia
Rasmussen,2008/05/08,2008/05/08,500.0,LV,37.0,55.0,,2008,virginia
Rasmussen,2008/03/26,2008/03/26,500.0,LV,39.0,55.0,,2008,virginia
Rasmussen,2008/02/19,2008/02/19,500.0,LV,37.0,57.0,,2008,virginia
Rasmussen,2008/01/03,2008/01/03,500.0,LV,38.0,53.0,,2008,virginia
SurveyUSA,2007/10/27,2007/10/30,644.0,RV,35.0,57.0,,2008,virginia
Washington Post,2008/10/04,2008/10/08,1144.0,A,31.0,61.0,,2008,virginia
SurveyUSA,2007/09/14,2007/09/16,783.0,RV,32.0,60.0,,2008,virginia
Rasmussen,2008/10/30,2008/10/30,500.0,LV,46.0,49.0,,2008,oregon
Research 2000,2008/10/27,2008/10/29,600.0,LV,42.0,48.0,,2008,oregon
SurveyUSA,2008/10/25,2008/10/26,672.0,LV,42.0,49.0,,2008,oregon
Portland Tribune,2008/10/23,2008/10/25,500.0,RV,40.0,45.0,,2008,oregon
PPP (D),2008/10/28,2008/10/30,1424.0,LV,43.0,51.0,,2008,oregon
Riley Research,2008/10/10,2008/10/20,499.0,RV,35.0,36.0,,2008,oregon
Research 2000,2008/10/14,2008/10/15,600.0,LV,41.0,47.0,,2008,oregon
Rasmussen,2008/10/14,2008/10/14,700.0,LV,47.0,47.0,,2008,oregon
SurveyUSA,2008/10/11,2008/10/12,584.0,LV,41.0,46.0,,2008,oregon
Research 2000,2008/09/22,2008/09/24,600.0,LV,40.0,45.0,,2008,oregon
SurveyUSA,2008/09/22,2008/09/23,708.0,LV,42.0,44.0,,2008,oregon
Rasmussen,2008/09/15,2008/09/15,700.0,LV,46.0,45.0,,2008,oregon
Portland Tribune,2008/09/11,2008/09/14,500.0,RV,42.0,39.0,,2008,oregon
Rasmussen,2008/08/07,2008/08/07,500.0,LV,50.0,44.0,,2008,oregon
SurveyUSA,2008/08/02,2008/08/04,629.0,LV,49.0,37.0,,2008,oregon
Rasmussen,2008/07/15,2008/07/15,500.0,LV,46.0,46.0,,2008,oregon
Rasmussen,2008/06/11,2008/06/11,500.0,LV,47.0,38.0,,2008,oregon
Rasmussen,2008/05/07,2008/05/07,500.0,LV,45.0,42.0,,2008,oregon
Rasmussen,2008/03/25,2008/03/25,500.0,LV,47.0,34.0,,2008,oregon
Rasmussen,2008/02/13,2008/02/13,500.0,LV,48.0,30.0,,2008,oregon
SurveyUSA,2007/10/24,2007/10/28,641.0,RV,48.0,39.0,,2008,oregon
CNN/Time,2008/10/23,2008/10/28,690.0,LV,43.0,53.0,,2008,colorado
National Journal/FD,2008/10/23,2008/10/27,409.0,RV,36.0,51.0,,2008,colorado
Associated Press/GfK,2008/10/22,2008/10/26,626.0,LV,36.0,48.0,,2008,colorado
Rocky Mtn News/CBS4,2008/10/21,2008/10/23,500.0,LV,38.0,51.0,,2008,colorado
PPP (D),2008/10/28,2008/10/30,2023.0,LV,41.0,56.0,,2008,colorado
Rasmussen,2008/10/16,2008/10/16,700.0,LV,44.0,51.0,,2008,colorado
Suffolk,2008/10/10,2008/10/13,600.0,LV,34.0,45.0,,2008,colorado
Quinnipiac/WSJ/WP,2008/10/08,2008/10/12,1088.0,LV,40.0,54.0,,2008,colorado
PPP (D),2008/10/08,2008/10/10,,,39.0,49.0,,2008,colorado
Denver Post/Mason-Dixon,2008/09/29,2008/10/01,625.0,LV,38.0,43.0,,2008,colorado
Rasmussen,2008/09/23,2008/09/23,700.0,LV,44.0,46.0,,2008,colorado
Ciruli Assoc.,2008/09/19,2008/09/23,501.0,LV,38.0,45.0,,2008,colorado
PPP (D),2008/09/20,2008/09/21,1084.0,LV,40.0,48.0,,2008,colorado
Quinnipiac/WSJ/WP,2008/09/14,2008/09/21,1418.0,LV,40.0,48.0,,2008,colorado
National Journal/FD,2008/09/11,2008/09/15,402.0,RV,38.0,41.0,,2008,colorado
Suffolk,2008/08/21,2008/08/24,450.0,LV,31.0,39.0,,2008,colorado
Mason-Dixon,2008/08/13,2008/08/15,400.0,LV,37.0,47.0,,2008,colorado
Rasmussen,2008/08/13,2008/08/13,500.0,LV,42.0,50.0,,2008,colorado
Rocky Mtn News/CBS4,2008/08/11,2008/08/13,500.0,RV,38.0,44.0,,2008,colorado
Quinnipiac/WSJ/WP.com,2008/07/14,2008/07/22,1425.0,LV,44.0,44.0,,2008,colorado
Rasmussen,2008/07/21,2008/07/21,500.0,LV,46.0,49.0,,2008,colorado
PPP (D),2008/07/09,2008/07/10,1050.0,LV,38.0,47.0,,2008,colorado
Rasmussen,2008/06/17,2008/06/17,500.0,LV,40.0,49.0,,2008,colorado
Rasmussen,2008/05/19,2008/05/19,500.0,LV,41.0,47.0,,2008,colorado
Rasmussen,2008/03/17,2008/03/17,500.0,LV,43.0,46.0,,2008,colorado
McLaughlin \u0026amp; Associates (R),2008/03/06,2008/03/08,600.0,LV,32.0,44.0,,2008,colorado
Rasmussen,2007/11/28,2007/11/28,500.0,LV,42.0,41.0,,2008,colorado
Rasmussen,2008/02/11,2008/02/11,500.0,LV,44.0,43.0,,2008,colorado
SurveyUSA,2007/10/27,2007/10/30,662.0,RV,41.0,48.0,,2008,colorado
Ciruli Assoc.,2007/09/12,2007/09/15,504.0,LV,35.0,36.0,,2008,colorado
SurveyUSA,2008/10/30,2008/11/01,669.0,LV,44.0,39.0,16.0,2008,minnesota
Star Tribune,2008/10/29,2008/10/31,933.0,LV,38.0,42.0,15.0,2008,minnesota
Rasmussen,2008/10/28,2008/10/28,500.0,LV,43.0,39.0,14.0,2008,minnesota
Research 2000,2008/10/27,2008/10/29,600.0,LV,43.0,40.0,15.0,2008,minnesota
NBC/Mason-Dixon,2008/10/27,2008/10/28,625.0,LV,42.0,36.0,12.0,2008,minnesota
PPP (D),2008/10/28,2008/10/30,1050.0,LV,40.0,45.0,14.0,2008,minnesota
Minn. Pub. Radio,2008/10/24,2008/10/28,451.0,LV,37.0,41.0,17.0,2008,minnesota
Rasmussen,2008/10/22,2008/10/22,500.0,LV,37.0,41.0,17.0,2008,minnesota
Big10 Battleground,2008/10/19,2008/10/22,583.0,RV,34.0,40.0,15.0,2008,minnesota
St. Cloud State U.,2008/10/14,2008/10/22,509.0,A,36.0,27.0,16.0,2008,minnesota
National Journal/FD,2008/10/16,2008/10/20,402.0,RV,36.0,37.0,19.0,2008,minnesota
Star Tribune,2008/10/16,2008/10/17,1049.0,LV,36.0,39.0,18.0,2008,minnesota
SurveyUSA,2008/10/16,2008/10/18,655.0,LV,41.0,39.0,18.0,2008,minnesota
Research 2000,2008/10/15,2008/10/16,600.0,LV,39.0,41.0,18.0,2008,minnesota
Quinnipiac/WSJ/WP,2008/10/08,2008/10/12,1019.0,LV,36.0,38.0,18.0,2008,minnesota
Rasmussen,2008/10/07,2008/10/07,500.0,LV,37.0,43.0,17.0,2008,minnesota
Minn. Pub. Radio,2008/10/03,2008/10/05,418.0,LV,37.0,41.0,14.0,2008,minnesota
Star Tribune,2008/09/30,2008/10/02,1084.0,LV,34.0,43.0,18.0,2008,minnesota
SurveyUSA,2008/09/30,2008/10/01,725.0,LV,43.0,33.0,19.0,2008,minnesota
Quinnipiac/WSJ/WP,2008/09/14,2008/09/21,1301.0,LV,49.0,42.0,,2008,minnesota
Rasmussen,2008/09/18,2008/09/18,500.0,LV,48.0,47.0,3.0,2008,minnesota
Star Tribune,2008/09/10,2008/09/12,1106.0,LV,41.0,37.0,13.0,2008,minnesota
SurveyUSA,2008/09/10,2008/09/11,734.0,LV,41.0,40.0,14.0,2008,minnesota
Minn. Pub. Radio,2008/08/07,2008/08/17,763.0,LV,40.0,41.0,8.0,2008,minnesota
SurveyUSA,2008/08/13,2008/08/14,682.0,LV,46.0,39.0,,2008,minnesota
Rasmussen,2008/08/13,2008/08/13,500.0,LV,49.0,46.0,,2008,minnesota
Rasmussen,2008/07/22,2008/07/22,500.0,LV,46.0,49.0,,2008,minnesota
Quinnipiac/WSJ/WP.com,2008/07/14,2008/07/22,1261.0,LV,53.0,38.0,,2008,minnesota
SurveyUSA,2008/07/11,2008/07/13,641.0,LV,52.0,39.0,,2008,minnesota
Rasmussen,2008/07/10,2008/07/10,500.0,LV,42.0,44.0,,2008,minnesota
Quinnipiac/WSJ/WP.com,2008/06/17,2008/06/24,1572.0,LV,51.0,41.0,,2008,minnesota
SurveyUSA,2008/06/10,2008/06/12,609.0,RV,52.0,40.0,,2008,minnesota
Rasmussen,2008/06/11,2008/06/11,500.0,LV,48.0,45.0,,2008,minnesota
Rasmussen,2008/05/21,2008/05/21,500.0,LV,47.0,45.0,,2008,minnesota
MN Star-Tribune,2008/05/12,2008/05/15,1203.0,A,51.0,44.0,,2008,minnesota
SurveyUSA,2008/04/30,2008/05/01,615.0,RV,52.0,42.0,,2008,minnesota
Rasmussen,2008/04/22,2008/04/22,500.0,LV,50.0,43.0,,2008,minnesota
Rasmussen,2008/03/19,2008/03/19,500.0,LV,48.0,46.0,,2008,minnesota
SurveyUSA,2008/03/11,2008/03/11,644.0,RV,51.0,41.0,,2008,minnesota
McLaughlin \u0026amp; Associates (R),2008/03/06,2008/03/09,500.0,LV,46.0,40.0,,2008,minnesota
Rasmussen,2008/02/16,2008/02/16,500.0,LV,46.0,49.0,,2008,minnesota
Minn. Pub. Radio,2008/01/18,2008/01/27,917.0,A,40.0,43.0,,2008,minnesota
SurveyUSA,2007/11/02,2007/11/05,616.0,RV,48.0,44.0,,2008,minnesota
Rasmussen,2007/10/31,2007/10/31,500.0,LV,49.0,42.0,,2008,minnesota
SurveyUSA,2007/10/24,2007/10/28,692.0,RV,46.0,45.0,,2008,minnesota
Rasmussen,2007/09/06,2007/09/06,500.0,LV,46.0,41.0,,2008,minnesota
Mason-Dixon,2007/05/07,2007/05/09,625.0,RV,54.0,32.0,,2008,minnesota
Rasmussen,2007/03/07,2007/03/07,500.0,LV,46.0,36.0,,2008,minnesota
SurveyUSA,2007/02/12,2007/02/13,632.0,RV,57.0,35.0,,2008,minnesota
Rasmussen Reports,2010/10/24,2010/10/24,750,LV,38.0,56.0,,2010,maryland
Washington Post,2010/10/19,2010/10/22,1434,LV,27.0,64.0,,2010,maryland
Baltimore Sun/OpinionWorks,2010/10/15,2010/10/20,798,LV,32.0,59.0,,2010,maryland
Gonzales Res.,2010/10/11,2010/10/16,816,LV,38.0,55.0,,2010,maryland
Washington Post,2010/09/22,2010/09/26,730,LV,29.0,61.0,,2010,maryland
Rasmussen Reports,2010/09/15,2010/09/15,750,LV,38.0,54.0,,2010,maryland
Rasmussen Reports,2010/08/17,2010/08/17,750,LV,39.0,55.0,,2010,maryland
PPP (D),2010/07/10,2010/07/12,569,RV,27.0,59.0,,2010,maryland
Rasmussen Reports,2010/07/08,2010/07/08,500,LV,33.0,58.0,,2010,maryland
Ohio Poll/Univ of Cin.,2010/10/27,2010/10/31,930,LV,60.0,39.0,,2010,ohio
PPP (D),2010/10/28,2010/10/30,1356,LV,57.0,39.0,,2010,ohio
Quinnipiac,2010/10/25,2010/10/30,848,LV,56.0,37.0,,2010,ohio
Rasmussen Reports,2010/10/26,2010/10/26,750,LV,57.0,33.0,,2010,ohio
Columbus Dispatch*,2010/10/20,2010/10/29,1445,LV,56.0,40.0,,2010,ohio
SurveyUSA,2010/10/22,2010/10/26,613,LV,52.0,37.0,,2010,ohio
Quinnipiac,2010/10/18,2010/10/24,686,LV,53.0,36.0,,2010,ohio
CNN/Time,2010/10/15,2010/10/19,863,LV,55.0,40.0,,2010,ohio
Ohio Poll/Univ of Cin.,2010/10/14,2010/10/18,839,LV,58.0,39.0,,2010,ohio
Quinnipiac,2010/10/12,2010/10/17,1188,LV,55.0,34.0,,2010,ohio
Ohio Poll/Univ of Cin.,2010/10/08,2010/10/13,705,LV,58.0,36.0,,2010,ohio
Rasmussen Reports,2010/10/11,2010/10/11,750,LV,57.0,34.0,,2010,ohio
FOX News/POR-Rasmussen,2010/10/09,2010/10/09,1000,LV,52.0,35.0,,2010,ohio
Suffolk University,2010/10/04,2010/10/06,500,LV,47.0,37.0,,2010,ohio
FOX News/POR-Rasmussen,2010/10/02,2010/10/02,1000,LV,53.0,37.0,,2010,ohio
Quinnipiac,2010/09/29,2010/10/03,1025,LV,55.0,36.0,,2010,ohio
Rasmussen Reports,2010/09/27,2010/09/27,500,LV,51.0,42.0,,2010,ohio
CBS News/NY Times,2010/09/23,2010/09/27,941,LV,45.0,34.0,,2010,ohio
FOX News/POR-Rasmussen,2010/09/25,2010/09/25,1000,LV,50.0,37.0,,2010,ohio
Reuters/Ipsos,2010/09/23,2010/09/25,440,LV,50.0,37.0,,2010,ohio
Ohio Poll/Univ of Cin.,2010/09/16,2010/09/20,852,LV,55.0,40.0,,2010,ohio
FOX News/POR-Rasmussen,2010/09/18,2010/09/18,1000,LV,49.0,36.0,,2010,ohio
Rasmussen Reports,2010/09/13,2010/09/13,750,LV,49.0,41.0,,2010,ohio
CNN/Time,2010/09/10,2010/09/14,820,LV,52.0,41.0,,2010,ohio
Quinnipiac,2010/09/09,2010/09/14,730,LV,55.0,35.0,,2010,ohio
SurveyUSA,2010/09/10,2010/09/13,641,LV,49.0,40.0,,2010,ohio
FOX News/POR-Rasmussen,2010/09/11,2010/09/11,1000,LV,48.0,41.0,,2010,ohio
Columbus Dispatch*,2010/08/25,2010/09/03,1622,LV,50.0,37.0,,2010,ohio
Rasmussen Reports,2010/08/30,2010/08/30,750,LV,47.0,41.0,,2010,ohio
PPP (D),2010/08/27,2010/08/29,475,LV,45.0,38.0,,2010,ohio
Rasmussen Reports,2010/08/16,2010/08/16,750,LV,48.0,39.0,,2010,ohio
Reuters/Ipsos,2010/08/06,2010/08/08,417,LV,43.0,36.0,,2010,ohio
Rasmussen Reports,2010/08/02,2010/08/02,750,LV,44.0,40.0,,2010,ohio
Rasmussen Reports,2010/07/19,2010/07/19,750,LV,45.0,39.0,,2010,ohio
Rasmussen Reports,2010/06/29,2010/06/29,500,LV,43.0,39.0,,2010,ohio
PPP (D),2010/06/26,2010/06/27,482,LV,38.0,40.0,,2010,ohio
Quinnipiac,2010/06/22,2010/06/27,1107,RV,40.0,42.0,,2010,ohio
Rasmussen Reports,2010/06/03,2010/06/03,500,LV,43.0,43.0,,2010,ohio
University of Cincinnati,2010/05/11,2010/05/20,668,LV,46.0,47.0,,2010,ohio
Rasmussen Reports,2010/05/05,2010/05/05,500,LV,42.0,43.0,,2010,ohio
Quinnipiac,2010/04/21,2010/04/26,1568,RV,37.0,40.0,,2010,ohio
R2000/Daily Kos (D)**,2010/04/05,2010/04/07,600,LV,39.0,43.0,,2010,ohio
Rasmussen Reports,2010/03/30,2010/03/30,500,LV,43.0,38.0,,2010,ohio
Quinnipiac,2010/03/23,2010/03/29,1526,RV,37.0,41.0,,2010,ohio
PPP (D),2010/03/20,2010/03/21,630,LV,41.0,36.0,,2010,ohio
Rasmussen Reports,2010/03/04,2010/03/04,500,LV,44.0,39.0,,2010,ohio
Quinnipiac,2010/02/16,2010/02/21,1662,RV,40.0,37.0,,2010,ohio
Rasmussen Reports,2010/02/05,2010/02/06,500,LV,43.0,39.0,,2010,ohio
Rasmussen Reports,2010/01/12,2010/01/12,500,LV,44.0,37.0,,2010,ohio
ORL/Wenzel Strategies (R),2010/01/08,2010/01/12,1001,RV,37.0,31.0,,2010,ohio
Rasmussen Reports,2009/12/07,2009/12/07,500,LV,38.0,36.0,,2010,ohio
Quinnipiac,2009/11/05,2009/11/09,1123,RV,39.0,36.0,,2010,ohio
Rasmussen Reports,2009/09/23,2009/09/23,500,LV,41.0,40.0,,2010,ohio
Quinnipiac,2009/09/10,2009/09/13,1074,RV,31.0,42.0,,2010,ohio
R2000/Daily Kos (D)**,2009/07/06,2009/07/08,600,LV,35.0,42.0,,2010,ohio
Quinnipiac,2009/06/26,2009/07/01,1259,RV,33.0,37.0,,2010,ohio
PPP (D),2009/06/17,2009/06/19,619,RV,32.0,41.0,,2010,ohio
Quinnipiac,2009/04/28,2009/05/04,1079,RV,31.0,42.0,,2010,ohio
Quinnipiac,2009/03/10,2009/03/15,1299,RV,33.0,41.0,,2010,ohio
Quinnipiac,2009/01/29,2009/02/02,1127,RV,27.0,42.0,,2010,ohio
PPP (D),2009/01/17,2009/01/18,578,RV,41.0,39.0,,2010,ohio
Des Moines Register,2010/10/26,2010/10/29,805,LV,61.0,30.0,,2010,iowa
Rasmussen Reports,2010/09/23,2010/09/23,500,LV,55.0,37.0,,2010,iowa
Des Moines Register,2010/09/19,2010/09/22,550,LV,61.0,30.0,,2010,iowa
Rasmussen Reports,2010/08/05,2010/08/05,500,LV,55.0,35.0,,2010,iowa
Rasmussen Reports,2010/06/14,2010/06/14,500,LV,54.0,37.0,,2010,iowa
KCCI/Research 2000,2010/05/31,2010/06/02,600,LV,50.0,42.0,,2010,iowa
PPP (D),2010/05/25,2010/05/27,1277,LV,57.0,31.0,,2010,iowa
KCCI/Research 2000,2010/05/03,2010/05/05,600,LV,49.0,40.0,,2010,iowa
Rasmussen Reports,2010/04/29,2010/04/29,500,LV,53.0,40.0,,2010,iowa
Rasmussen Reports,2010/03/17,2010/03/17,500,LV,55.0,36.0,,2010,iowa
Rasmussen Reports,2010/02/18,2010/02/18,500,LV,53.0,36.0,,2010,iowa
KCCI/Research 2000,2010/02/15,2010/02/17,600,LV,56.0,35.0,,2010,iowa
PPP (D),2010/10/28,2010/10/30,1021,LV,55.0,40.0,,2010,kentucky
Rasmussen Reports,2010/10/27,2010/10/27,750,LV,53.0,41.0,,2010,kentucky
CN|2/Braun Research,2010/10/25,2010/10/27,800,LV,47.0,39.0,,2010,kentucky
SurveyUSA,2010/10/24,2010/10/27,637,LV,52.0,43.0,,2010,kentucky
CNN/Time,2010/10/20,2010/10/26,785,LV,50.0,43.0,,2010,kentucky
PPP (D),2010/10/21,2010/10/24,900,LV,53.0,40.0,,2010,kentucky
FOX News/POR-Rasmussen,2010/10/23,2010/10/23,1000,LV,50.0,43.0,,2010,kentucky
Mason-Dixon,2010/10/18,2010/10/19,625,LV,48.0,43.0,,2010,kentucky
Rasmussen Reports,2010/10/18,2010/10/18,500,LV,47.0,42.0,,2010,kentucky
CN|2/Braun Research,2010/10/04,2010/10/06,826,LV,43.0,40.0,,2010,kentucky
Rasmussen Reports,2010/09/29,2010/09/29,500,LV,49.0,38.0,,2010,kentucky
SurveyUSA,2010/09/21,2010/09/23,611,LV,49.0,47.0,,2010,kentucky
Daily Kos/PPP (D),2010/09/11,2010/09/12,959,LV,49.0,42.0,,2010,kentucky
Rasmussen Reports,2010/09/07,2010/09/07,500,LV,54.0,39.0,,2010,kentucky
CNN/Time,2010/09/02,2010/09/07,869,RV,46.0,46.0,,2010,kentucky
SurveyUSA,2010/08/30,2010/09/01,561,LV,55.0,40.0,,2010,kentucky
CN|2/Braun Research,2010/08/30,2010/09/01,802,LV,42.0,37.0,,2010,kentucky
Rasmussen Reports,2010/08/17,2010/08/17,500,LV,51.0,41.0,,2010,kentucky
CN|2/Braun Research,2010/08/16,2010/08/18,801,LV,41.0,42.0,,2010,kentucky
Reuters/Ipsos,2010/08/13,2010/08/15,435,LV,45.0,40.0,,2010,kentucky
CN|2/Braun Research,2010/08/02,2010/08/04,802,LV,41.0,31.0,,2010,kentucky
SurveyUSA,2010/07/27,2010/07/29,568,LV,51.0,43.0,,2010,kentucky
CN|2/Braun Research,2010/07/19,2010/07/21,803,LV,41.0,38.0,,2010,kentucky
Rasmussen Reports,2010/07/20,2010/07/20,750,LV,49.0,41.0,,2010,kentucky
PPP (D),2010/06/28,2010/06/30,625,RV,43.0,43.0,,2010,kentucky
Rasmussen Reports,2010/06/28,2010/06/28,500,LV,49.0,42.0,,2010,kentucky
Rasmussen Reports,2010/06/01,2010/06/01,500,LV,49.0,41.0,,2010,kentucky
SurveyUSA,2010/05/25,2010/05/27,569,LV,51.0,45.0,,2010,kentucky
R2000/Daily Kos (D)**,2010/05/24,2010/05/26,600,LV,44.0,41.0,,2010,kentucky
Rasmussen Reports,2010/05/19,2010/05/19,500,LV,59.0,34.0,,2010,kentucky
R2000/Daily Kos (D)**,2010/05/10,2010/05/12,600,LV,42.0,39.0,,2010,kentucky
PPP (D),2010/05/01,2010/05/02,946,RV,41.0,40.0,,2010,kentucky
Rasmussen Reports,2010/04/28,2010/04/28,500,LV,47.0,38.0,,2010,kentucky
Rasmussen Reports,2010/03/31,2010/03/31,500,LV,50.0,36.0,,2010,kentucky
R2000/Daily Kos (D)**,2010/03/15,2010/03/17,600,LV,45.0,39.0,,2010,kentucky
Rasmussen Reports,2010/03/02,2010/03/02,500,LV,49.0,34.0,,2010,kentucky
Rasmussen Reports,2010/02/02,2010/02/02,500,LV,47.0,39.0,,2010,kentucky
Rasmussen Reports,2010/01/06,2010/01/06,500,LV,46.0,38.0,,2010,kentucky
PPP (D),2009/12/18,2009/12/21,1199,RV,42.0,36.0,,2010,kentucky
R2000/Daily Kos (D)**,2009/08/31,2009/09/02,600,LV,37.0,41.0,,2010,kentucky
PPP (D),2010/10/30,2010/10/31,1059,LV,49.0,48.0,,2010,colorado
FOX News/POR-Rasmussen,2010/10/30,2010/10/30,1000,LV,50.0,46.0,,2010,colorado
McClatchy/Marist,2010/10/26,2010/10/28,615,LV,49.0,45.0,,2010,colorado
Rasmussen Reports,2010/10/25,2010/10/25,750,LV,48.0,44.0,,2010,colorado
CNN/Time,2010/10/20,2010/10/26,829,LV,47.0,46.0,,2010,colorado
PPP (D),2010/10/21,2010/10/23,818,LV,47.0,47.0,,2010,colorado
Denver Post/SurveyUSA,2010/10/19,2010/10/21,621,LV,47.0,47.0,,2010,colorado
Reuters/Ipsos,2010/10/15,2010/10/17,405,LV,48.0,45.0,,2010,colorado
FOX News/POR-Rasmussen,2010/10/16,2010/10/16,1000,LV,46.0,45.0,,2010,colorado
Rasmussen Reports,2010/10/14,2010/10/14,750,LV,47.0,45.0,,2010,colorado
Rasmussen Reports,2010/10/03,2010/10/03,750,LV,50.0,45.0,,2010,colorado
PPP (D),2010/09/30,2010/10/02,834,LV,45.0,46.0,,2010,colorado
Denver Post/SurveyUSA,2010/09/28,2010/09/30,647,LV,48.0,43.0,,2010,colorado
McClatchy/Marist,2010/09/26,2010/09/28,537,LV,50.0,42.0,,2010,colorado
Rasmussen Reports,2010/09/27,2010/09/27,750,LV,51.0,43.0,,2010,colorado
FOX News/POR-Rasmussen,2010/09/25,2010/09/25,1000,LV,47.0,43.0,,2010,colorado
CNN/Time,2010/09/17,2010/09/21,860,LV,49.0,44.0,,2010,colorado
Rasmussen Reports,2010/09/14,2010/09/14,750,LV,49.0,45.0,,2010,colorado
POS/FM3,2010/08/28,2010/09/01,473,LV,40.0,43.0,,2010,colorado
Rasmussen Reports,2010/08/29,2010/08/29,750,LV,49.0,45.0,,2010,colorado
Reuters/Ipsos,2010/08/20,2010/08/22,453,LV,49.0,40.0,,2010,colorado
Rasmussen Reports,2010/08/11,2010/08/11,750,LV,46.0,41.0,,2010,colorado
PPP (D),2010/08/07,2010/08/08,1015,RV,43.0,46.0,,2010,colorado
Denver Post/SurveyUSA,2010/07/27,2010/07/29,950,RV,43.0,43.0,,2010,colorado
Rasmussen Reports,2010/07/26,2010/07/26,500,LV,48.0,42.0,,2010,colorado
Rasmussen Reports,2010/07/08,2010/07/08,500,LV,48.0,39.0,,2010,colorado
Denver Post/SurveyUSA,2010/06/15,2010/06/17,1565,RV,46.0,43.0,,2010,colorado
Rasmussen Reports,2010/06/07,2010/06/07,500,LV,46.0,41.0,,2010,colorado
PPP (D),2010/05/14,2010/05/16,1060,LV,39.0,45.0,,2010,colorado
Rasmussen Reports,2010/05/03,2010/05/03,500,LV,48.0,41.0,,2010,colorado
