pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
WAFB/FOX8/Raycom,2014/10/14,2014/10/19,605,RV,43,40,,2014,louisiana
Rasmussen Reports,2014/10/13,2014/10/14,965,LV,52,43,,2014,louisiana
CBS News/NYT/YouGov,2014/09/20,2014/10/01,2187,LV,47,41,,2014,louisiana
PPP (D),2014/09/25,2014/09/28,1141,LV,48,45,,2014,louisiana
CNN/Opinion Research,2014/09/22,2014/09/25,610,LV,50,47,,2014,louisiana
FOX News,2014/09/14,2014/09/16,617,LV,51,38,,2014,louisiana
Rasmussen Reports,2014/09/02,2014/09/03,800,LV,44,41,,2014,louisiana
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,47,46,,2014,louisiana
Rasmussen Reports,2014/07/08,2014/07/09,750,LV,43,46,,2014,louisiana
PPP (D),2014/06/26,2014/06/29,664,RV,47,47,,2014,louisiana
Magellan Strategies (R),2014/06/05,2014/06/08,719,LV,50,44,,2014,louisiana
Magellan Strategies (R),2014/04/14,2014/04/15,775,LV,44,42,,2014,louisiana
CEA/Hickman Analytics (D),2014/02/17,2014/02/24,404,LV,46,42,,2014,louisiana
PPP (D),2014/02/06,2014/02/09,635,RV,44,45,,2014,louisiana
Rasmussen Reports,2014/01/28,2014/01/29,500,LV,44,40,,2014,louisiana
PPP (D),2013/08/16,2013/08/19,721,RV,40,50,,2014,louisiana
Harper (R),2013/08/14,2013/08/15,596,LV,47,45,,2014,louisiana
Harper (R),2013/04/06,2013/04/07,541,LV,41,46,,2014,louisiana
PPP (D),2013/02/08,2013/02/12,603,RV,40,50,,2014,louisiana
PPP (D)*,2014/10/30,2014/11/01,1092,LV,49,41,,2014,arkansas
Rasmussen Reports,2014/10/27,2014/10/29,967,LV,51,44,,2014,arkansas
The Arkansas Poll,2014/10/21,2014/10/27,568,LV,49,36,,2014,arkansas
NBC News/Marist*,2014/10/19,2014/10/23,621,LV,45,43,,2014,arkansas
CBS News/NYT/YouGov,2014/10/16,2014/10/23,1567,LV,47,42,,2014,arkansas
Talk Business Poll*,2014/10/15,2014/10/16,2075,LV,49,41,,2014,arkansas
Rasmussen Reports,2014/10/13,2014/10/15,940,LV,47,44,,2014,arkansas
FOX News*,2014/10/04,2014/10/07,707,LV,46,39,,2014,arkansas
CBS News/NYT/YouGov,2014/09/20,2014/10/01,1991,LV,45,41,,2014,arkansas
Rasmussen Reports,2014/09/24,2014/09/25,750,LV,47,40,,2014,arkansas
USA Today/Suffolk*,2014/09/20,2014/09/23,500,LV,43,45,,2014,arkansas
PPP (D),2014/09/18,2014/09/21,1453,LV,45,39,,2014,arkansas
NBC News/Marist*,2014/09/02,2014/09/04,639,LV,45,40,,2014,arkansas
CNN/Opinion Research,2014/08/28,2014/09/02,523,LV,49,47,,2014,arkansas
CBS News/NYT/YouGov,2014/08/18,2014/09/02,1572,LV,43,39,,2014,arkansas
Rasmussen Reports,2014/08/25,2014/08/26,750,LV,43,44,,2014,arkansas
PPP (D),2014/08/01,2014/08/03,1066,RV,43,41,,2014,arkansas
Talk Business Poll*,2014/07/22,2014/07/25,1780,LV,44,42,,2014,arkansas
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,50,46,,2014,arkansas
Impact Management Group (R),2014/06/29,2014/06/29,1290,RV,47,43,,2014,arkansas
Magellan Strategies (R),2014/06/04,2014/06/05,755,LV,49,45,,2014,arkansas
Rasmussen Reports,2014/05/27,2014/05/28,750,LV,47,43,,2014,arkansas
PPP (D),2014/04/25,2014/04/27,840,RV,42,43,,2014,arkansas
NBC News/Marist,2014/04/30,2014/05/04,876,RV,40,51,,2014,arkansas
Magellan Strategies (R),2014/04/14,2014/04/15,857,LV,46,43,,2014,arkansas
NY Times/Kaiser,2014/04/08,2014/04/15,857,RV,36,46,,2014,arkansas
Talk Business Poll*,2014/04/03,2014/04/04,1068,LV,43,46,,2014,arkansas
Opinion Research Associates,2014/04/01,2014/04/08,400,RV,38,48,,2014,arkansas
CEA/Hickman Analytics (D),2014/02/17,2014/02/20,400,LV,46,46,,2014,arkansas
Impact Management Group (R),2014/02/10,2014/02/10,1202,RV,46,42,,2014,arkansas
Rasmussen Reports,2014/02/04,2014/02/05,500,LV,45,40,,2014,arkansas
The Arkansas Poll,2013/10/10,2013/10/17,,LV,37,36,,2014,arkansas
Impact Management Group (R),2013/10/24,2013/10/24,911,RV,42,41,,2014,arkansas
Talk Business Poll,2013/10/08,2013/10/08,603,LV,41,42,,2014,arkansas
WFB/The Polling Company (R),2013/08/06,2013/08/07,600,RV,43,45,,2014,arkansas
Harper (R),2013/08/04,2013/08/05,587,LV,43,41,,2014,arkansas
CBS News/NYT/YouGov,2014/10/16,2014/10/23,461,LV,36,54,,2014,delaware
University of Delaware*,2014/09/10,2014/09/22,769,RV,25,50,,2014,delaware
Rasmussen Reports,2014/09/10,2014/09/12,750,LV,34,49,,2014,delaware
CBS News/NYT/YouGov,2014/09/20,2014/10/01,471,LV,35,51,,2014,delaware
CBS News/NYT/YouGov,2014/08/18,2014/09/02,697,LV,35,48,,2014,delaware
PPP (D)*,2014/11/01,2014/11/03,1265,LV,48,45,,2014,iowa
Quinnipiac,2014/10/28,2014/11/02,778,LV,47,47,,2014,iowa
Des Moines Register,2014/10/28,2014/10/31,701,LV,51,44,,2014,iowa
FOX News,2014/10/28,2014/10/30,911,LV,45,44,,2014,iowa
Rasmussen Reports,2014/10/28,2014/10/30,990,LV,48,47,,2014,iowa
CNN/Opinion Research,2014/10/27,2014/10/30,647,LV,49,47,,2014,iowa
YouGov,2014/10/25,2014/10/31,1112,LV,42,43,,2014,iowa
Reuters/Ipsos,2014/10/23,2014/10/29,1129,LV,45,45,,2014,iowa
Quinnipiac,2014/10/22,2014/10/27,817,LV,49,45,,2014,iowa
Loras College,2014/10/21,2014/10/24,1121,LV,44,45,,2014,iowa
NBC News/Marist,2014/10/18,2014/10/22,772,LV,49,46,,2014,iowa
CBS News/NYT/YouGov,2014/10/16,2014/10/23,2322,LV,44,44,,2014,iowa
Quinnipiac,2014/10/15,2014/10/21,964,LV,48,46,,2014,iowa
USA Today/Suffolk*,2014/10/11,2014/10/14,500,LV,47,43,,2014,iowa
Quinnipiac,2014/10/08,2014/10/13,967,LV,47,45,,2014,iowa
Rasmussen Reports,2014/10/08,2014/10/10,957,LV,48,45,,2014,iowa
Des Moines Register/Bloomberg,2014/10/03,2014/10/08,1000,LV,47,46,,2014,iowa
Loras College,2014/10/01,2014/10/03,600,LV,42,42,,2014,iowa
NBC News/Marist,2014/09/27,2014/10/01,778,LV,46,44,,2014,iowa
CBS News/NYT/YouGov,2014/09/20,2014/10/01,2359,LV,43,44,,2014,iowa
PPP (D),2014/09/25,2014/09/28,1192,LV,45,43,,2014,iowa
Des Moines Register*,2014/09/21,2014/09/24,546,LV,44,38,,2014,iowa
Rasmussen Reports,2014/09/17,2014/09/18,750,LV,43,43,,2014,iowa
FOX News,2014/09/14,2014/09/16,600,LV,41,41,,2014,iowa
Quinnipiac,2014/09/10,2014/09/15,1167,LV,50,44,,2014,iowa
CNN/Opinion Research,2014/09/08,2014/09/10,608,LV,48,49,,2014,iowa
Loras College,2014/09/02,2014/09/05,1200,LV,41,45,,2014,iowa
USA Today/Suffolk*,2014/08/23,2014/08/26,500,LV,40,40,,2014,iowa
CBS News/NYT/YouGov,2014/08/18,2014/09/02,1764,LV,42,44,,2014,iowa
PPP (D),2014/08/22,2014/08/24,915,LV,42,42,,2014,iowa
Rasmussen Reports,2014/08/11,2014/08/12,750,LV,43,43,,2014,iowa
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,48,47,,2014,iowa
NBC News/Marist,2014/07/07,2014/07/13,1599,RV,43,43,,2014,iowa
Quinnipiac,2014/06/12,2014/06/16,1277,RV,40,44,,2014,iowa
Loras College,2014/06/04,2014/06/05,600,LV,48,42,,2014,iowa
Rasmussen Reports,2014/06/04,2014/06/05,750,LV,45,44,,2014,iowa
PPP (D),2014/05/15,2014/05/19,914,RV,39,45,,2014,iowa
CEA/Hickman Analytics (D),2014/04/24,2014/04/30,500,LV,40,44,,2014,iowa
Suffolk,2014/04/03,2014/04/08,800,LV,30,38,,2014,iowa
Rasmussen Reports,2014/03/24,2014/03/25,750,LV,37,40,,2014,iowa
Quinnipiac,2014/03/05,2014/03/10,1411,RV,29,42,,2014,iowa
PPP (D),2014/02/20,2014/02/23,869,RV,35,41,,2014,iowa
Quinnipiac,2013/12/10,2013/12/15,,RV,38,44,,2014,iowa
Harper (R),2013/11/23,2013/11/24,985,LV,36,42,,2014,iowa
PPP (D),2013/07/05,2013/07/07,668,RV,33,45,,2014,iowa
CBS News/NYT/YouGov,2014/10/16,2014/10/23,575,LV,61,30,,2014,idaho
PPP (D),2014/10/09,2014/10/12,522,LV,50,32,,2014,idaho
Rasmussen Reports,2014/05/28,2014/05/29,750,LV,54,29,,2014,idaho
CBS News/NYT/YouGov,2014/09/20,2014/10/01,594,LV,64,27,,2014,idaho
CBS News/NYT/YouGov,2014/08/18,2014/09/02,844,LV,59,25,,2014,idaho
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,65,31,,2014,idaho
CBS News/NYT/YouGov,2014/10/16,2014/10/23,497,LV,56,38,,2014,montana
MSU-Billings,2014/10/06,2014/10/11,410,LV,47,31,,2014,montana
Rasmussen Reports,2014/08/18,2014/08/19,750,LV,55,35,,2014,montana
CBS News/NYT/YouGov,2014/09/20,2014/10/01,549,LV,55,34,,2014,montana
CBS News/NYT/YouGov,2014/08/18,2014/09/02,684,LV,53,35,,2014,montana
WSB-TV/Landmark*,2014/11/02,2014/11/02,1500,LV,50,46,,2014,georgia
PPP (D),2014/11/01,2014/11/03,975,LV,48,48,,2014,georgia
SurveyUSA*,2014/10/30,2014/11/02,591,LV,47,44,,2014,georgia
InsiderAdvantage*,2014/10/30,2014/11/02,1463,LV,48,45,,2014,georgia
NBC News/Marist*,2014/10/27,2014/10/30,603,LV,48,44,,2014,georgia
WSB-TV/Landmark*,2014/10/29,2014/10/29,1500,LV,47,47,,2014,georgia
YouGov*,2014/10/25,2014/10/31,1743,LV,44,42,,2014,georgia
Rasmussen Reports,2014/10/25,2014/10/27,977,LV,48,48,,2014,georgia
SurveyUSA*,2014/10/24,2014/10/27,611,LV,48,45,,2014,georgia
Atlanta Journal-Constitution*,2014/10/16,2014/10/23,1170,LV,44,42,,2014,georgia
CBS News/NYT/YouGov*,2014/10/16,2014/10/23,1774,LV,47,44,,2014,georgia
InsiderAdvantage*,2014/10/21,2014/10/22,704,LV,45,47,,2014,georgia
WSB-TV/Landmark*,2014/10/20,2014/10/21,1000,LV,47,47,,2014,georgia
CNN/Opinion Research*,2014/10/19,2014/10/22,565,LV,44,47,,2014,georgia
SurveyUSA*,2014/10/17,2014/10/20,606,LV,44,46,,2014,georgia
WRBL/Ledger-Enquirer/PMB*,2014/10/13,2014/10/14,1543,LV,45,46,,2014,georgia
SurveyUSA*,2014/10/10,2014/10/13,563,LV,45,48,,2014,georgia
WSB-TV/Landmark*,2014/10/07,2014/10/09,1000,LV,46,46,,2014,georgia
SurveyUSA*,2014/10/02,2014/10/06,566,LV,46,45,,2014,georgia
PPP (D),2014/10/02,2014/10/05,895,LV,48,45,,2014,georgia
Rasmussen Reports,2014/09/30,2014/10/01,1000,LV,46,42,,2014,georgia
InsiderAdvantage*,2014/09/29,2014/10/01,947,LV,47,43,,2014,georgia
CBS News/NYT/YouGov*,2014/09/20,2014/10/01,1851,LV,47,43,,2014,georgia
SurveyUSA*,2014/09/19,2014/09/22,550,LV,46,45,,2014,georgia
Rasmussen Reports,2014/09/15,2014/09/16,750,LV,46,41,,2014,georgia
InsiderAdvantage*,2014/09/10,2014/09/11,1167,LV,50,40,,2014,georgia
WSB-TV/Landmark*,2014/09/09,2014/09/11,1109,LV,43,46,,2014,georgia
Atlanta Journal-Constitution*,2014/09/08,2014/09/11,884,LV,45,41,,2014,georgia
SurveyUSA*,2014/09/05,2014/09/08,558,LV,47,44,,2014,georgia
CBS News/NYT/YouGov*,2014/08/18,2014/09/02,1900,LV,47,41,,2014,georgia
WRBL/Ledger-Enquirer/PMB*,2014/08/24,2014/08/25,1578,LV,43,45,,2014,georgia
WSB-TV/Landmark*,2014/08/20,2014/08/21,600,LV,40,47,,2014,georgia
SurveyUSA*,2014/08/14,2014/08/17,560,LV,50,41,,2014,georgia
InsiderAdvantage*,2014/08/12,2014/08/13,719,LV,47,40,,2014,georgia
Rasmussen Reports,2014/07/23,2014/07/24,750,LV,46,40,,2014,georgia
WSB-TV/Landmark*,2014/07/25,2014/07/25,750,LV,43,47,,2014,georgia
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,50,44,,2014,georgia
WSB-TV/Landmark,2014/07/15,2014/07/15,750,LV,42,48,,2014,georgia
SurveyUSA*,2014/06/03,2014/06/05,999,LV,43,38,,2014,georgia
Rasmussen Reports,2014/05/21,2014/05/22,750,LV,42,45,,2014,georgia
Saint Leo University,2014/05/05,2014/05/06,1000,LV,41,37,,2014,georgia
Atlanta Journal-Constitution,2014/05/05,2014/05/08,1012,RV,45,46,,2014,georgia
NBC News/Marist,2014/04/30,2014/05/05,1066,RV,45,41,,2014,georgia
Landmark/Rosetta Stone,2014/04/01,2014/04/01,600,RV,38,33,,2014,georgia
PPP (D),2013/08/02,2013/08/05,520,RV,40,40,,2014,georgia
CBS News/NYT/YouGov,2014/10/16,2014/10/23,3987,LV,57,35,,2014,texas
UT/Texas Tribune*,2014/10/10,2014/10/19,866,LV,57,31,,2014,texas
Rasmussen Reports,2014/10/01,2014/10/02,840,LV,50,29,,2014,texas
Texas Lyceum*,2014/09/11,2014/09/25,666,LV,48,30,,2014,texas
CBS News/NYT/YouGov,2014/09/20,2014/10/01,4177,LV,55,35,,2014,texas
CBS News/NYT/YouGov,2014/08/18,2014/09/02,4189,LV,55,34,,2014,texas
Rasmussen Reports,2014/08/04,2014/08/05,850,LV,47,29,,2014,texas
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,55,38,,2014,texas
UT/Texas Tribune*,2014/05/30,2014/06/08,1200,RV,36,25,,2014,texas
PPP (D),2014/04/10,2014/04/13,559,RV,49,32,,2014,texas
PPP (D),2014/11/01,2014/11/03,1333,LV,46,48,,2014,north-carolina
Civitas (R),2014/10/29,2014/10/30,600,LV,43,45,,2014,north-carolina
FOX News*,2014/10/28,2014/10/30,909,LV,42,43,,2014,north-carolina
Harper (R),2014/10/28,2014/10/30,511,LV,48,45,,2014,north-carolina
CNN/Opinion Research*,2014/10/27,2014/10/30,559,LV,46,48,,2014,north-carolina
Rasmussen Reports,2014/10/28,2014/10/29,982,LV,46,47,,2014,north-carolina
YouGov*,2014/10/25,2014/10/31,1727,LV,41,44,,2014,north-carolina
Elon University,2014/10/21,2014/10/25,687,LV,41,45,,2014,north-carolina
High Point/SurveyUSA*,2014/10/21,2014/10/25,802,LV,44,44,,2014,north-carolina
NBC News/Marist*,2014/10/19,2014/10/23,756,LV,43,43,,2014,north-carolina
CBS News/NYT/YouGov*,2014/10/16,2014/10/23,1910,LV,41,44,,2014,north-carolina
SurveyUSA*,2014/10/16,2014/10/20,568,LV,43,46,,2014,north-carolina
PPP (D),2014/10/16,2014/10/18,780,LV,44,47,,2014,north-carolina
Civitas (R),2014/10/15,2014/10/18,600,RV,44,44,,2014,north-carolina
SurveyUSA,2014/10/09,2014/10/12,554,LV,46,45,,2014,north-carolina
Rasmussen Reports,2014/10/06,2014/10/07,970,LV,46,48,,2014,north-carolina
High Point*,2014/09/30,2014/10/09,584,LV,40,40,,2014,north-carolina
USA Today/Suffolk*,2014/10/04,2014/10/07,500,LV,45,47,,2014,north-carolina
NBC News/Marist*,2014/09/27,2014/10/01,665,LV,40,44,,2014,north-carolina
CBS News/NYT/YouGov*,2014/09/20,2014/10/01,2002,LV,45,46,,2014,north-carolina
CNN/Opinion Research*,2014/09/22,2014/09/25,595,LV,43,46,,2014,north-carolina
Civitas (R),2014/09/25,2014/09/28,600,RV,43,50,,2014,north-carolina
High Point*,2014/09/13,2014/09/18,410,LV,40,42,,2014,north-carolina
FOX News*,2014/09/14,2014/09/16,605,LV,36,41,,2014,north-carolina
PPP (D),2014/09/11,2014/09/14,1266,LV,42,46,,2014,north-carolina
SurveyUSA/Civitas (R),2014/09/09,2014/09/10,490,LV,46,47,,2014,north-carolina
Rasmussen Reports,2014/09/08,2014/09/10,1000,LV,39,45,,2014,north-carolina
American Insights (R),2014/09/05,2014/09/10,459,LV,40,50,,2014,north-carolina
Elon University,2014/09/05,2014/09/09,629,LV,41,45,,2014,north-carolina
CBS News/NYT/YouGov*,2014/08/18,2014/09/02,2059,LV,43,42,,2014,north-carolina
USA Today/Suffolk*,2014/08/16,2014/08/19,500,LV,43,45,,2014,north-carolina
PPP (D),2014/08/14,2014/08/17,865,LV,42,43,,2014,north-carolina
Rasmussen Reports,2014/08/05,2014/08/06,750,LV,45,40,,2014,north-carolina
Civitas (R),2014/07/28,2014/07/29,600,RV,47,46,,2014,north-carolina
PPP (D),2014/07/17,2014/07/20,1062,RV,39,42,,2014,north-carolina
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,48,47,,2014,north-carolina
Civitas (R),2014/06/18,2014/06/22,600,RV,46,48,,2014,north-carolina
PPP (D),2014/06/12,2014/06/15,1076,RV,38,42,,2014,north-carolina
Magellan Strategies (R),2014/06/05,2014/06/08,700,LV,46,47,,2014,north-carolina
Civitas (R),2014/05/20,2014/05/22,600,RV,48,43,,2014,north-carolina
PPP (D),2014/05/09,2014/05/11,877,RV,41,41,,2014,north-carolina
Rasmussen Reports,2014/05/07,2014/05/08,750,LV,45,44,,2014,north-carolina
Magellan Strategies (R),2014/04/14,2014/04/15,804,LV,43,43,,2014,north-carolina
NY Times/Kaiser,2014/04/08,2014/04/15,900,RV,40,42,,2014,north-carolina
PPP (D),2014/04/03,2014/04/06,740,RV,41,43,,2014,north-carolina
SurveyUSA,2014/03/27,2014/03/31,1489,LV,46,45,,2014,north-carolina
PPP (D),2014/03/06,2014/03/09,884,RV,43,45,,2014,north-carolina
CEA/Hickman Analytics (D),2014/02/17,2014/02/20,400,LV,41,45,,2014,north-carolina
American Insights (R),2014/02/11,2014/02/15,611,RV,35,38,,2014,north-carolina
PPP (D),2014/02/06,2014/02/09,708,RV,42,40,,2014,north-carolina
Rasmussen Reports,2014/01/22,2014/01/23,500,LV,47,40,,2014,north-carolina
PPP (D),2014/01/09,2014/01/12,1384,RV,43,42,,2014,north-carolina
PPP (D),2013/12/05,2013/12/08,1281,RV,42,44,,2014,north-carolina
PPP (D),2013/11/08,2013/11/11,701,RV,42,44,,2014,north-carolina
PPP (D),2013/09/06,2013/09/09,600,RV,36,51,,2014,north-carolina
PPP (D),2013/08/08,2013/08/11,600,RV,39,47,,2014,north-carolina
PPP (D),2013/07/12,2013/07/14,600,RV,38,49,,2014,north-carolina
PPP (D),2013/06/12,2013/06/14,500,RV,40,45,,2014,north-carolina
PPP (D),2013/05/17,2013/05/20,500,RV,41,48,,2014,north-carolina
PPP (D),2013/04/11,2013/04/14,601,RV,39,49,,2014,north-carolina
PPP (D),2013/03/07,2013/03/10,611,RV,36,50,,2014,north-carolina
PPP (D),2013/02/07,2013/02/10,600,RV,38,46,,2014,north-carolina
PPP (D),2013/01/10,2013/01/13,608,RV,37,47,,2014,north-carolina
PPP (D),2012/12/06,2012/12/09,578,RV,38,48,,2014,north-carolina
PPP (D),2014/11/01,2014/11/03,1690,LV,48,50,,2014,new-hampshire
New England College,2014/10/31,2014/11/01,1526,LV,49,48,,2014,new-hampshire
WMUR/UNH,2014/10/29,2014/11/02,757,LV,48,49,,2014,new-hampshire
Rasmussen Reports,2014/10/29,2014/10/30,940,LV,45,52,,2014,new-hampshire
ARG,2014/10/27,2014/10/29,600,LV,49,49,,2014,new-hampshire
Vox Populi (R),2014/10/27,2014/10/28,638,LV,49,45,,2014,new-hampshire
WMUR/UNH,2014/10/22,2014/10/26,555,LV,42,50,,2014,new-hampshire
New England College,2014/10/24,2014/10/24,1132,LV,48,47,,2014,new-hampshire
ARG,2014/10/19,2014/10/22,600,LV,48,49,,2014,new-hampshire
CNN/Opinion Research,2014/10/18,2014/10/21,645,LV,47,49,,2014,new-hampshire
CBS News/NYT/YouGov,2014/10/16,2014/10/23,1042,LV,41,46,,2014,new-hampshire
UMass Lowell/7News,2014/10/15,2014/10/21,643,LV,46,49,,2014,new-hampshire
Suffolk/Boston Herald,2014/10/16,2014/10/19,500,LV,46,49,,2014,new-hampshire
New England College,2014/10/16,2014/10/16,921,LV,48,47,,2014,new-hampshire
UMass Amherst/WBZ,2014/10/10,2014/10/15,322,LV,45,48,,2014,new-hampshire
New England College,2014/10/09,2014/10/09,1081,LV,48,47,,2014,new-hampshire
High Point/SurveyUSA,2014/10/04,2014/10/08,824,LV,46,48,,2014,new-hampshire
WMUR/UNH,2014/09/29,2014/10/05,532,LV,41,47,,2014,new-hampshire
New England College,2014/10/03,2014/10/03,1286,LV,46,49,,2014,new-hampshire
CBS News/NYT/YouGov,2014/09/20,2014/10/01,1260,LV,41,48,,2014,new-hampshire
ARG,2014/09/27,2014/09/29,600,LV,43,53,,2014,new-hampshire
New England College,2014/09/26,2014/09/26,1331,LV,47,47,,2014,new-hampshire
New England College,2014/09/19,2014/09/20,1494,LV,43,50,,2014,new-hampshire
Vox Populi (R),2014/09/15,2014/09/16,550,RV,47,43,,2014,new-hampshire
ARG,2014/09/12,2014/09/15,,LV,45,50,,2014,new-hampshire
New England College,2014/09/10,2014/09/11,630,LV,40,51,,2014,new-hampshire
Rasmussen Reports,2014/09/10,2014/09/11,750,LV,42,48,,2014,new-hampshire
CNN/Opinion Research,2014/09/08,2014/09/11,735,LV,48,48,,2014,new-hampshire
CBS News/NYT/YouGov,2014/08/18,2014/09/02,1159,LV,41,47,,2014,new-hampshire
WMUR/UNH,2014/08/07,2014/08/17,609,LV,44,46,,2014,new-hampshire
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,42,52,,2014,new-hampshire
NBC News/Marist,2014/07/07,2014/07/13,1342,RV,42,50,,2014,new-hampshire
WMUR/UNH,2014/06/19,2014/07/01,509,LV,40,52,,2014,new-hampshire
ARG,2014/06/14,2014/06/18,540,RV,38,50,,2014,new-hampshire
Suffolk/Boston Herald*,2014/06/14,2014/06/18,800,LV,39,49,,2014,new-hampshire
Vox Populi (R),2014/05/14,2014/05/15,707,RV,35,47,,2014,new-hampshire
CEA/Hickman Analytics (D),2014/04/24,2014/04/30,400,LV,43,49,,2014,new-hampshire
Dartmouth,2014/04/21,2014/04/25,412,RV,36,39,,2014,new-hampshire
WMUR/UNH,2014/04/01,2014/04/09,387,LV,39,45,,2014,new-hampshire
ARG,2014/03/13,2014/03/16,533,RV,38,50,,2014,new-hampshire
Rasmussen Reports,2014/03/12,2014/03/13,750,LV,41,50,,2014,new-hampshire
Suffolk/Boston Herald,2014/02/27,2014/03/05,800,LV,39,52,,2014,new-hampshire
WMUR/UNH,2014/01/21,2014/01/26,454,LV,37,47,,2014,new-hampshire
Purple Strategies,2014/01/21,2014/01/23,1052,LV,44,44,,2014,new-hampshire
PPP (D),2014/01/09,2014/01/12,1354,RV,43,46,,2014,new-hampshire
ARG,2013/12/13,2013/12/16,549,RV,38,48,,2014,new-hampshire
PPP (D),2013/09/13,2013/09/16,1038,RV,44,48,,2014,new-hampshire
New England College,2013/05/02,2013/05/05,807,RV,35,54,,2014,new-hampshire
Dartmouth,2013/04/22,2013/04/25,433,RV,30,44,,2014,new-hampshire
CBS News/NYT/YouGov,2014/10/16,2014/10/23,877,LV,56,34,,2014,west-virginia
Rasmussen Reports,2014/09/30,2014/10/01,750,LV,50,39,,2014,west-virginia
The West Virginia Poll,2014/08/15,2014/08/23,401,LV,54,37,,2014,west-virginia
CBS News/NYT/YouGov,2014/09/20,2014/10/01,1066,LV,56,33,,2014,west-virginia
CBS News/NYT/YouGov,2014/08/18,2014/09/02,1284,LV,55,32,,2014,west-virginia
Rasmussen Reports,2014/08/19,2014/08/20,750,LV,50,33,,2014,west-virginia
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,51,43,,2014,west-virginia
The West Virginia Poll,2014/05/19,2014/05/22,400,LV,49,38,,2014,west-virginia
Rasmussen Reports,2014/05/14,2014/05/15,750,LV,48,39,,2014,west-virginia
Rasmussen Reports,2014/02/19,2014/02/20,500,LV,49,35,,2014,west-virginia
PPP (D),2013/09/19,2013/09/22,1110,RV,50,36,,2014,west-virginia
The West Virginia Poll,2013/08/15,2013/08/22,400,A,45,40,,2014,west-virginia
Monmouth,2014/10/30,2014/11/02,750,LV,40,54,,2014,new-jersey
CBS News/NYT/YouGov,2014/10/16,2014/10/23,1868,LV,39,51,,2014,new-jersey
Richard Stockton College,2014/10/18,2014/10/22,806,LV,33,57,,2014,new-jersey
Fairleigh Dickinson,2014/10/13,2014/10/19,525,LV,40,56,,2014,new-jersey
Quinnipiac,2014/09/25,2014/09/29,1058,LV,40,51,,2014,new-jersey
Richard Stockton College,2014/10/05,2014/10/08,810,LV,39,48,,2014,new-jersey
Monmouth,2014/10/02,2014/10/05,477,LV,38,53,,2014,new-jersey
CBS News/NYT/YouGov,2014/09/20,2014/10/01,2011,LV,37,51,,2014,new-jersey
Richard Stockton College,2014/09/05,2014/09/08,807,LV,36,49,,2014,new-jersey
Fairleigh Dickinson,2014/09/01,2014/09/07,721,RV,29,42,,2014,new-jersey
CBS News/NYT/YouGov,2014/08/18,2014/09/02,2244,LV,37,52,,2014,new-jersey
Quinnipiac,2014/07/31,2014/08/04,1148,RV,37,47,,2014,new-jersey
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,43,50,,2014,new-jersey
Rasmussen Reports,2014/06/17,2014/06/18,750,LV,35,48,,2014,new-jersey
Monmouth,2014/06/25,2014/06/29,717,RV,23,43,,2014,new-jersey
CBS News/NYT/YouGov,2014/10/16,2014/10/23,866,LV,20,65,,2014,rhode-island
Rasmussen Reports,2014/09/23,2014/09/25,750,LV,26,61,,2014,rhode-island
CBS News/NYT/YouGov,2014/09/20,2014/10/01,724,LV,22,64,,2014,rhode-island
CBS News/NYT/YouGov,2014/08/18,2014/09/02,764,LV,32,52,,2014,rhode-island
Albuquerque Journal,2014/10/21,2014/10/23,614,LV,43,50,,2014,new-mexico
CBS News/NYT/YouGov,2014/10/16,2014/10/23,962,LV,36,52,,2014,new-mexico
CBS News/NYT/YouGov,2014/09/20,2014/10/01,1093,LV,35,53,,2014,new-mexico
Rasmussen Reports,2014/09/22,2014/09/23,830,LV,39,52,,2014,new-mexico
Albuquerque Journal,2014/09/09,2014/09/11,603,LV,38,51,,2014,new-mexico
CBS News/NYT/YouGov,2014/08/18,2014/09/02,1096,LV,36,54,,2014,new-mexico
Albuquerque Journal,2014/08/12,2014/08/14,606,LV,35,53,,2014,new-mexico
Rasmussen Reports,2014/07/21,2014/07/22,860,LV,33,54,,2014,new-mexico
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,44,52,,2014,new-mexico
PPP (D),2014/03/20,2014/03/23,674,RV,33,53,,2014,new-mexico
WSB-TV/Landmark,2014/11/02,2014/11/02,1500,LV,50,46,,2014,georgia
PPP (D),2014/11/01,2014/11/03,975,LV,46,45,,2014,georgia
SurveyUSA,2014/10/30,2014/11/02,591,LV,47,44,,2014,georgia
InsiderAdvantage,2014/10/30,2014/11/02,1463,LV,48,45,,2014,georgia
NBC News/Marist,2014/10/27,2014/10/30,603,LV,48,44,,2014,georgia
WSB-TV/Landmark,2014/10/29,2014/10/29,1500,LV,47,47,,2014,georgia
YouGov,2014/10/25,2014/10/31,1743,LV,44,42,,2014,georgia
