pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
Atlas Intel,2024/11/03,2024/11/04,1840,LV,47,49,,2024,pennsylvania
Trafalgar Group (R),2024/11/01,2024/11/03,1089,LV,47,46,,2024,pennsylvania
InsiderAdvantage,2024/11/01,2024/11/02,800,LV,47,48,,2024,pennsylvania
The Hill/Emerson,2024/10/30,2024/11/02,1000,LV,47,47,,2024,pennsylvania
NY Times/Siena,2024/10/29,2024/11/02,1527,LV,45,50,,2024,pennsylvania
Muhlenberg College,2024/10/27,2024/10/30,469,LV,46,49,,2024,pennsylvania
Marist,2024/10/27,2024/10/30,1400,LV,48,50,,2024,pennsylvania
Echelon Insights,2024/10/27,2024/10/30,600,LV,47,44,,2024,pennsylvania
USA Today/Suffolk,2024/10/27,2024/10/30,500,LV,46,49,,2024,pennsylvania
Washington Post,2024/10/26,2024/10/30,1204,LV,46,49,,2024,pennsylvania
Data for Progress (D)**,2024/10/25,2024/10/30,908,LV,45,49,,2024,pennsylvania
Rasmussen Reports,2024/10/25,2024/10/28,849,LV,46,46,,2024,pennsylvania
FOX News,2024/10/24,2024/10/28,1057,LV,48,50,,2024,pennsylvania
Quinnipiac,2024/10/24,2024/10/28,2186,LV,47,50,,2024,pennsylvania
CNN,2024/10/23,2024/10/28,819,LV,45,48,,2024,pennsylvania
Morning Consult,2024/10/21,2024/10/30,,LV,43,46,,2024,pennsylvania
Atlas Intel,2024/11/01,2024/11/02,2049,LV,47,49,,2024,pennsylvania
Atlas Intel,2024/10/27,2024/10/30,1738,LV,46,49,,2024,pennsylvania
Atlas Intel,2024/10/25,2024/10/29,1299,LV,47,49,,2024,pennsylvania
InsiderAdvantage,2024/10/26,2024/10/27,800,LV,47,47,,2024,pennsylvania
CBS News,2024/10/22,2024/10/28,1273,LV,42,48,,2024,pennsylvania
AmGreatness/NSOR,2024/10/22,2024/10/26,600,LV,42,45,,2024,pennsylvania
Emerson,2024/10/21,2024/10/22,860,LV,46,47,,2024,pennsylvania
Susquehanna,2024/10/18,2024/10/22,500,LV,46,49,,2024,pennsylvania
UMass Lowell,2024/10/16,2024/10/23,800,LV,42,48,,2024,pennsylvania
Trafalgar Group (R),2024/10/17,2024/10/19,1084,LV,47,47,,2024,pennsylvania
Franklin \u0026amp; Marshall,2024/10/09,2024/10/20,583,LV,48,49,,2024,pennsylvania
Atlas Intel,2024/10/12,2024/10/17,2048,LV,48,47,,2024,pennsylvania
Rasmussen Reports,2024/10/09,2024/10/13,1072,LV,45,47,,2024,pennsylvania
NY Times/Siena,2024/10/07,2024/10/10,857,LV,44,48,,2024,pennsylvania
AmGreatness/TIPP,2024/10/07,2024/10/09,803,LV,43,47,,2024,pennsylvania
InsiderAdvantage,2024/10/07,2024/10/08,800,LV,45,47,,2024,pennsylvania
The Hill/Emerson,2024/10/05,2024/10/08,1000,LV,46,48,,2024,pennsylvania
Quinnipiac,2024/10/03,2024/10/07,1412,LV,43,51,,2024,pennsylvania
UMass Lowell,2024/10/02,2024/10/09,800,LV,39,48,,2024,pennsylvania
Emerson,2024/09/27,2024/09/28,1000,LV,45,47,,2024,pennsylvania
Trafalgar Group (R),2024/09/26,2024/09/29,1090,LV,46,47,,2024,pennsylvania
Atlas Intel,2024/09/20,2024/09/25,1775,LV,45,47,,2024,pennsylvania
Cook Political Report,2024/09/19,2024/09/25,474,LV,45,52,,2024,pennsylvania
FOX News,2024/09/20,2024/09/24,775,LV,44,53,,2024,pennsylvania
Rasmussen Reports,2024/09/19,2024/09/22,1202,LV,45,45,,2024,pennsylvania
Fabrizio/Anzalone,2024/09/17,2024/09/24,600,LV,45,49,,2024,pennsylvania
Susquehanna,2024/09/16,2024/09/22,700,LV,40,48,,2024,pennsylvania
Remington Research (R),2024/09/16,2024/09/20,,LV,45,49,,2024,pennsylvania
Muhlenberg College,2024/09/16,2024/09/19,450,LV,43,48,,2024,pennsylvania
The Hill/Emerson,2024/09/15,2024/09/18,880,LV,42,47,,2024,pennsylvania
InsiderAdvantage,2024/09/14,2024/09/15,800,LV,44,49,,2024,pennsylvania
Marist,2024/09/12,2024/09/17,1476,LV,47,52,,2024,pennsylvania
Washington Post,2024/09/12,2024/09/16,1003,LV,48,48,,2024,pennsylvania
Quinnipiac,2024/09/12,2024/09/16,1331,LV,43,52,,2024,pennsylvania
UMass Lowell,2024/09/11,2024/09/19,800,LV,38,47,,2024,pennsylvania
NY Times/Siena,2024/09/11,2024/09/16,1082,LV,40,49,,2024,pennsylvania
USA Today/Suffolk*,2024/09/11,2024/09/14,500,LV,43,47,,2024,pennsylvania
Franklin \u0026amp; Marshall,2024/09/04,2024/09/15,890,RV,40,48,,2024,pennsylvania
CBS News,2024/09/03,2024/09/06,1085,RV,41,48,,2024,pennsylvania
Trafalgar Group (R),2024/08/28,2024/08/30,1082,LV,45,46,,2024,pennsylvania
CNN,2024/08/23,2024/08/29,789,LV,46,46,,2024,pennsylvania
The Hill/Emerson,2024/08/25,2024/08/28,950,LV,44,48,,2024,pennsylvania
Rasmussen Reports,2024/08/13,2024/08/17,1312,LV,43,46,,2024,pennsylvania
Emerson,2024/08/13,2024/08/14,1000,LV,44,48,,2024,pennsylvania
Quinnipiac,2024/08/08,2024/08/12,1738,LV,47,52,,2024,pennsylvania
NY Times/Siena,2024/08/06,2024/08/08,693,LV,37,51,,2024,pennsylvania
Franklin \u0026amp; Marshall,2024/07/31,2024/08/11,920,RV,36,48,,2024,pennsylvania
Cook Political Report,2024/07/26,2024/08/02,411,LV,40,53,,2024,pennsylvania
Susquehanna,2024/07/22,2024/07/28,600,LV,42,47,,2024,pennsylvania
FOX News,2024/07/22,2024/07/24,1034,RV,42,55,,2024,pennsylvania
The Hill/Emerson,2024/07/22,2024/07/23,850,RV,44,48,,2024,pennsylvania
AmGreatness/NSOR,2024/07/20,2024/07/23,600,LV,41,49,,2024,pennsylvania
PPP (D),2024/07/10,2024/07/11,537,RV,44,47,,2024,pennsylvania
NY Times/Siena,2024/07/09,2024/07/11,872,LV,42,50,,2024,pennsylvania
Rasmussen Reports,2024/07/05,2024/07/12,1041,LV,43,46,,2024,pennsylvania
The Times/SAY,2024/07/04,2024/07/12,1000,RV,38,50,,2024,pennsylvania
Remington Research (R),2024/06/29,2024/07/01,673,RV,48,49,,2024,pennsylvania
Cygnal (R),2024/06/27,2024/06/28,800,LV,42,46,,2024,pennsylvania
The Hill/Emerson,2024/06/13,2024/06/18,1000,RV,41,47,,2024,pennsylvania
Marist,2024/06/03,2024/06/06,1181,RV,46,52,,2024,pennsylvania
Cook Political Report,2024/05/06,2024/05/13,730,LV,41,49,,2024,pennsylvania
NY Times/Siena,2024/04/28,2024/05/09,1023,LV,44,46,,2024,pennsylvania
Fabrizio/Anzalone,2024/04/24,2024/04/30,1398,LV,44,48,,2024,pennsylvania
Muhlenberg College,2024/04/15,2024/04/25,417,RV,41,45,,2024,pennsylvania
The Hill/Emerson,2024/04/25,2024/04/29,1000,RV,42,46,,2024,pennsylvania
CBS News,2024/04/19,2024/04/25,1306,LV,39,46,,2024,pennsylvania
Franklin \u0026amp; Marshall,2024/03/20,2024/03/31,870,RV,39,46,,2024,pennsylvania
The Hill/Emerson,2024/03/10,2024/03/13,1000,RV,48,52,,2024,pennsylvania
Susquehanna,2024/02/27,2024/03/05,450,LV,42,48,,2024,pennsylvania
The Hill/Emerson,2024/02/14,2024/02/16,1000,RV,39,49,,2024,pennsylvania
Franklin \u0026amp; Marshall,2024/01/17,2024/01/28,1006,RV,35,47,,2024,pennsylvania
Susquehanna,2024/01/15,2024/01/21,745,RV,42,46,,2024,pennsylvania
Quinnipiac,2024/01/04,2024/01/08,1680,RV,43,53,,2024,pennsylvania
Franklin \u0026amp; Marshall,2023/10/11,2023/10/22,873,RV,39,46,,2024,pennsylvania
Emerson,2023/10/01,2023/10/04,430,RV,33,41,,2024,pennsylvania
Quinnipiac,2023/09/28,2023/10/02,1725,RV,44,50,,2024,pennsylvania
Susquehanna,2023/05/02,2023/05/08,700,LV,41,53,,2024,pennsylvania
Franklin \u0026amp; Marshall,2023/03/27,2023/04/07,643,RV,35,42,,2024,pennsylvania
Trafalgar Group (R),2024/11/02,2024/11/04,1095,LV,48,48,,2024,ohio
Atlas Intel,2024/11/01,2024/11/04,1022,LV,49,46,,2024,ohio
The Hill/Emerson,2024/10/30,2024/11/02,900,LV,48,45,,2024,ohio
Morning Consult,2024/10/23,2024/11/01,1254,LV,47,46,,2024,ohio
Trafalgar Group (R),2024/10/25,2024/10/28,1127,LV,47,48,,2024,ohio
Bowling Green/YouGov,2024/10/10,2024/10/21,1000,LV,45,47,,2024,ohio
Rasmussen Reports,2024/10/09,2024/10/14,1051,LV,45,44,,2024,ohio
Morning Consult,2024/10/06,2024/10/15,1243,LV,47,46,,2024,ohio
Washington Post,2024/10/03,2024/10/07,1002,LV,47,48,,2024,ohio
Marist,2024/10/03,2024/10/07,1327,LV,48,50,,2024,ohio
NY Times/Siena,2024/09/21,2024/09/26,687,LV,43,47,,2024,ohio
Bowling Green/YouGov,2024/09/18,2024/09/27,1000,LV,45,49,,2024,ohio
The Hill/Emerson,2024/09/03,2024/09/05,945,LV,44,46,,2024,ohio
Rasmussen Reports,2024/08/13,2024/08/17,1267,LV,42,47,,2024,ohio
Fabrizio/Anzalone,2024/07/23,2024/07/28,600,LV,42,46,,2024,ohio
Remington Research (R),2024/06/29,2024/07/01,,RV,44,50,,2024,ohio
Marist,2024/06/03,2024/06/06,1137,RV,45,50,,2024,ohio
East Carolina U.,2024/03/08,2024/03/11,1298,LV,41,45,,2024,ohio
ONU/SurveyUSA,2024/03/06,2024/03/11,1121,LV,37,43,,2024,ohio
The Hill/Emerson,2024/03/07,2024/03/10,1300,RV,34,39,,2024,ohio
Emerson,2024/01/23,2024/01/25,1844,RV,37,39,,2024,ohio
WJW-TV/Emerson,2023/11/10,2023/11/13,1000,RV,32,42,,2024,ohio
Data for Progress (D)**,2023/10/31,2023/11/02,597,LV,44,47,,2024,ohio
Emerson,2023/10/02,2023/10/04,438,RV,33,35,,2024,ohio
USA Today/Suffolk,2023/07/09,2023/07/12,500,LV,41,48,,2024,ohio
East Carolina U.,2023/06/21,2023/06/24,805,RV,42,46,,2024,ohio
WHDH-TV/Emerson,2024/10/24,2024/10/26,1000,LV,36,56,,2024,massachusetts
WCVB-TV/Amherst,2024/10/03,2024/10/10,700,A,34,56,,2024,massachusetts
WBUR/MassINC,2024/09/12,2024/09/18,800,LV,35,56,,2024,massachusetts
UNH,2024/09/12,2024/09/16,564,LV,32,58,,2024,massachusetts
UMass Amherst,2024/05/17,2024/05/30,700,A,24,47,,2024,massachusetts
University of Delaware*,2024/09/11,2024/09/19,400,RV,32,52,,2024,delaware
UNH,2024/09/12,2024/09/16,683,LV,33,51,,2024,rhode-island
North Dakota Poll,2024/09/28,2024/09/30,500,LV,51,29,,2024,north-dakota
Emerson,2023/10/01,2023/10/04,419,RV,45,19,,2024,north-dakota
MetroNews,2024/08/21,2024/08/27,400,RV,62,28,,2024,west-virginia
Cygnal (R),2024/10/26,2024/10/27,600,LV,39,58,,2024,new-york
Siena,2024/10/13,2024/10/17,872,LV,31,57,,2024,new-york
The Hill/Emerson,2024/09/23,2024/09/25,1000,LV,33,50,,2024,new-york
Siena,2024/09/11,2024/09/16,1003,LV,31,54,,2024,new-york
Siena,2024/07/28,2024/08/01,1199,LV,33,56,,2024,new-york
Rasmussen Reports,2024/10/24,2024/10/26,749,LV,41,50,,2024,new-mexico
Rasmussen Reports,2024/09/19,2024/09/22,708,LV,38,49,,2024,new-mexico
The Hill/Emerson,2024/08/20,2024/08/22,965,RV,37,49,,2024,new-mexico
PPP (D),2024/06/13,2024/06/14,555,RV,40,47,,2024,new-mexico
Morning Consult,2024/10/23,2024/11/01,2022,LV,48,45,,2024,florida
Florida Atlantic University,2024/10/19,2024/10/27,913,LV,50,46,,2024,florida
The Hill/Emerson,2024/10/18,2024/10/20,860,LV,48,44,,2024,florida
Univ. of North Florida,2024/10/07,2024/10/18,977,LV,49,46,,2024,florida
Marist,2024/10/03,2024/10/07,1257,LV,50,48,,2024,florida
NBC 6/Mason-Dixon,2024/10/01,2024/10/04,625,RV,48,41,,2024,florida
NY Times/Siena,2024/09/29,2024/10/04,617,LV,49,40,,2024,florida
The Hill/Emerson,2024/09/03,2024/09/05,815,LV,46,45,,2024,florida
Florida Atlantic University,2024/08/10,2024/08/11,1040,LV,47,43,,2024,florida
Univ. of North Florida,2024/07/24,2024/07/27,774,LV,47,43,,2024,florida
Florida Atlantic University,2024/06/08,2024/06/09,777,LV,45,43,,2024,florida
CBS News,2024/05/10,2024/05/16,1181,LV,45,37,,2024,florida
Florida Atlantic University,2024/04/15,2024/04/17,865,RV,52,35,,2024,florida
Emerson,2024/04/09,2024/04/10,1000,RV,45,38,,2024,florida
Fairleigh Dickinson,2024/10/20,2024/10/27,806,RV,39,57,,2024,new-jersey
Cygnal (R)*,2024/10/23,2024/10/24,600,LV,32,51,,2024,new-jersey
Rutgers-Eagleton,2024/10/15,2024/10/22,929,RV,26,49,,2024,new-jersey
Fairleigh Dickinson,2024/04/01,2024/04/08,809,RV,38,47,,2024,new-jersey
Economist/YouGov,2024/10/21,2024/10/28,1220,LV,50,,43,2024,nebraska
NY Times/Siena,2024/10/23,2024/10/26,1194,LV,48,,46,2024,nebraska
University of Texas,2024/10/02,2024/10/10,,LV,51,44,4,2024,texas
University of Houston,2024/08/05,2024/08/16,1365,LV,47,45,3,2024,texas
TX Hispanic Policy Foundation,2024/04/05,2024/04/10,1600,LV,46,41,4,2024,texas
University of Texas,2024/08/23,2024/08/31,1200,RV,44,36,2,2024,texas
University of Houston,2024/06/20,2024/07/01,1484,LV,47,44,3,2024,texas
University of Houston,2024/01/11,2024/01/24,1145,LV,48,39,4,2024,texas
UNH,2024/10/29,2024/11/02,1485,LV,35,7,1,2024,maine
UNH,2024/08/15,2024/08/19,951,LV,33,9,3,2024,maine
